company_ID,company_Name,federalState,source,reason,trial_starts_at,trial_ends_at,company_created_at,company_Status,subTypeId,company_status_simple,no_user
C_41932f644c5d,C_91998900804c,null,search-engine,,2023-11-29 17:11:41.241,2023-12-29 17:11:41.241,2023-11-29 17:11:41.241881,ANONYMIZED,T_261633459b54,INACTIVE,false
C_90fd6dedc6a8,C_81888ef14c52,Nordrhein-Westfalen,website,null,2023-11-30 07:44:02.322,2023-12-30 07:44:02.322,2023-11-30 07:44:02.322949,ACTIVE,T_261633459b54,ACTIVE,false
C_a2ef2f4a65e7,C_43908d9080a3,Nordrhein-Westfalen,recommended,null,2023-11-30 10:13:30.263,2023-12-30 10:13:30.263,2023-11-30 10:13:30.263909,ACTIVE,T_261633459b54,ACTIVE,false
C_a900f97841ef,C_fef2ab25ca83,Nordrhein-Westfalen,website,null,2023-12-01 09:54:00.265,2024-01-07 09:54:00.265,2023-12-01 09:54:00.265728,ACTIVE,T_261633459b54,ACTIVE,false
C_d45e1e254903,C_a79cd5ca0423,null,search-engine,,2023-12-01 12:39:14.195,2023-12-31 12:39:14.195,2023-12-01 12:39:17.603686,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4f207416eb84,C_ceab2939a8bb,null,social,,2023-12-04 20:05:30.322,2024-01-03 20:05:30.322,2023-12-04 20:05:30.321433,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b0368d0acc30,C_c344aec42f5c,null,search-engine,,2023-12-05 01:06:52.586,2024-01-04 01:06:52.586,2023-12-05 01:06:52.585092,ANONYMIZED,T_261633459b54,INACTIVE,false
C_536233b4ddb2,C_bed40e873e9f,null,search-engine,,2023-12-06 17:44:29.91,2024-01-05 17:44:29.91,2023-12-06 17:44:29.912528,ANONYMIZED,T_261633459b54,INACTIVE,false
C_efc788571209,C_2e1df3bab944,null,social,,2023-12-06 23:46:56.534,2024-01-05 23:46:56.534,2023-12-06 23:46:56.536411,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a4a91458f0bf,C_15b60810b96a,null,search-engine,,2023-12-07 14:39:12.711,2024-01-13 14:39:12.711,2023-12-07 14:39:12.713407,ANONYMIZED,T_261633459b54,INACTIVE,false
C_6a5b149856b0,C_2c010631a6db,Nordrhein-Westfalen,other,Vorheriger Arbeitgeber,2023-12-08 14:44:11.734,2024-01-07 14:44:11.734,2023-12-08 14:44:11.734844,ACTIVE,T_261633459b54,ACTIVE,false
C_c266a7590952,C_3e7679d2aa7e,null,recommended,,2023-12-11 06:18:15.035,2024-01-10 06:18:15.035,2023-12-11 06:18:15.036054,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1e39bb72a0ea,C_30112e851972,null,search-engine,,2023-12-11 08:47:55.827,2024-01-10 08:47:55.827,2023-12-11 08:47:55.828201,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b54c3ef44d67,C_8dc00f125285,Nordrhein-Westfalen,recommended,null,2023-12-11 11:41:29.508,2024-01-10 11:41:29.508,2023-12-11 11:41:29.510674,ACTIVE,T_930aa49bdfa0,ACTIVE,false
C_1b51935ca47d,C_695e22970031,null,search-engine,,2023-12-11 14:20:35.85,2024-01-10 14:20:35.85,2023-12-11 14:20:35.854498,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4719c03c5d6c,C_a3b40b94e96c,Hessen,search-engine,null,2023-12-14 05:22:25.137,2024-01-13 05:22:25.137,2023-12-14 05:22:25.139003,ACTIVE,T_261633459b54,ACTIVE,false
C_ff03c2aa2ce2,C_2480d3b2ab20,null,search-engine,,2023-12-14 08:45:20.818,2024-01-20 08:45:20.818,2023-12-14 08:45:20.819574,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1a725a08a3db,C_3c81d9b8238a,null,search-engine,,2023-12-14 13:18:13.453,2024-01-20 13:18:13.453,2023-12-14 13:18:13.457633,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7f39b4be5e74,C_1fbe65dab9b4,null,search-engine,,2023-12-15 01:54:29.815,2024-01-14 01:54:29.815,2023-12-15 01:54:29.816599,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9eaaebd53dae,C_a8ec5fc3f80a,null,ads,,2023-12-16 07:02:49.815,2024-01-15 07:02:49.815,2023-12-16 07:02:49.816536,ANONYMIZED,T_261633459b54,INACTIVE,true
C_af5f6731d953,C_f8fb66d18f10,null,search-engine,,2023-12-16 07:09:49.328,2024-01-15 07:09:49.328,2023-12-16 07:09:49.329962,ANONYMIZED,T_261633459b54,INACTIVE,false
C_0420ad6d6efd,C_d183367cc8b1,null,search-engine,,2023-12-18 15:51:00.115,2024-01-17 15:51:00.115,2023-12-18 15:51:00.116885,ANONYMIZED,T_261633459b54,INACTIVE,false
C_703891fb8980,C_178d68f9da58,null,search-engine,,2023-12-18 16:10:21.238,2024-01-17 16:10:21.238,2023-12-18 16:10:21.238544,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1159567e817f,C_69b854248739,null,social,,2023-12-21 01:37:20.915,2024-01-20 01:37:20.915,2023-12-21 01:37:20.917209,ANONYMIZED,T_261633459b54,INACTIVE,false
C_785c49121c0f,C_72cadc4e1f4b,null,ads,,2023-12-21 17:12:21.411,2024-01-20 17:12:21.411,2023-12-21 17:12:21.412908,ANONYMIZED,T_261633459b54,INACTIVE,false
C_71681f01c173,C_89ee23b210d0,null,search-engine,,2023-12-22 11:18:11.917,2024-01-21 11:18:11.917,2023-12-22 11:18:11.919341,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c0df9e430bf5,C_12d6b6f36c7a,null,social,,2023-12-24 14:26:40.599,2024-01-23 14:26:40.599,2023-12-24 14:26:40.60004,ANONYMIZED,T_261633459b54,INACTIVE,false
C_824609dfee36,C_3f4601b1fedf,null,search-engine,,2023-12-27 00:42:24.228,2024-01-26 00:42:24.228,2023-12-27 00:42:24.230431,ANONYMIZED,T_261633459b54,INACTIVE,false
C_bcef2d169df8,C_3c78afaa6f1d,null,search-engine,,2023-12-27 23:40:30.423,2024-01-26 23:40:30.423,2023-12-27 23:40:30.425216,ANONYMIZED,T_261633459b54,INACTIVE,false
C_18f1dc1d311b,C_46e173747479,null,search-engine,,2023-12-29 12:35:12.913,2024-01-28 12:35:12.913,2023-12-29 12:35:12.913644,ANONYMIZED,T_261633459b54,INACTIVE,false
C_099e8cb8142a,C_f0ca8a05d42b,null,recommended,,2024-01-01 14:45:09.274,2024-01-31 14:45:09.274,2024-01-01 14:45:09.274325,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9d376ae0876e,C_6ad600e241b2,Bayern,search-engine,null,2024-01-01 15:24:23.704,2024-01-31 15:24:23.704,2024-01-01 15:24:23.705466,ACTIVE,T_261633459b54,ACTIVE,false
C_1f758395d6b1,C_41caf4fca809,null,search-engine,,2024-01-02 11:05:58.968,2024-02-01 11:05:58.968,2024-01-02 11:05:58.969054,ANONYMIZED,T_261633459b54,INACTIVE,false
C_14ff312f58ab,C_c32c47cdded1,null,search-engine,,2024-01-02 22:34:20.275,2024-02-01 22:34:20.275,2024-01-02 22:34:20.27628,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f39ece4578d3,C_1ef4ebc924ff,null,search-engine,,2024-01-06 09:42:45.865,2024-02-05 09:42:45.865,2024-01-06 09:42:45.865857,ANONYMIZED,T_261633459b54,INACTIVE,false
C_078f2e604a30,C_f2761cb8afe7,null,recommended,,2024-01-06 17:49:14.524,2024-02-05 17:49:14.524,2024-01-06 17:49:14.52586,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c011aad4285d,C_dd1752fc537b,null,search-engine,,2024-01-08 03:35:37.585,2024-02-07 03:35:37.585,2024-01-08 03:35:37.586028,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ab90a58d3f88,C_f9d25a226af9,null,search-engine,,2024-01-08 22:29:24.53,2024-02-07 22:29:24.53,2024-01-08 22:29:24.531498,ANONYMIZED,T_261633459b54,INACTIVE,false
C_276313b0f7a3,C_a00631ea5473,null,recommended,,2024-01-09 08:05:39.233,2024-02-08 08:05:39.233,2024-01-09 08:05:39.23753,ANONYMIZED,T_261633459b54,INACTIVE,false
C_97c85a4be799,C_ae553a36b8dd,null,search-engine,,2024-01-09 17:45:09.32,2024-02-15 17:45:09.32,2024-01-09 17:45:09.327429,ANONYMIZED,T_261633459b54,INACTIVE,false
C_82031e9779d3,C_4279f8dd3599,null,search-engine,,2024-01-10 12:18:10.256,2024-02-09 12:18:10.256,2024-01-10 12:18:10.271763,ANONYMIZED,T_261633459b54,INACTIVE,false
C_60469fc35129,C_f7e9bf7c562c,null,mail,,2024-01-11 11:51:56.193,2024-02-17 11:51:56.193,2024-01-11 11:51:56.200253,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2d00516afae2,C_14be6cee90b0,null,search-engine,,2024-01-12 06:12:10.092,2024-02-11 06:12:10.092,2024-01-12 06:12:10.098566,ANONYMIZED,T_261633459b54,INACTIVE,false
C_58eb4f1ec269,C_9d2aaf614254,null,search-engine,,2024-01-12 16:13:11.932,2024-02-11 16:13:11.932,2024-01-12 16:13:11.934105,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3a190983bbf9,C_742d2591d696,null,search-engine,,2024-01-14 13:45:46.122,2024-02-13 13:45:46.122,2024-01-14 13:45:46.123098,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d94e8e43f94f,C_0e78ac0b7428,null,search-engine,,2024-01-14 15:47:36.432,2024-02-13 15:47:36.432,2024-01-14 15:47:36.432418,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9a965bf6d222,C_158354155684,null,social,,2024-01-14 20:40:52.838,2024-02-13 20:40:52.838,2024-01-14 20:40:52.854163,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2e17fc0e09df,C_52e9d6fa9102,null,search-engine,,2024-01-15 13:27:41.215,2024-02-14 13:27:41.215,2024-01-15 13:27:41.221201,ANONYMIZED,T_261633459b54,INACTIVE,false
C_eb749cba3543,C_7545b48df72d,null,search-engine,,2024-01-17 09:41:29.742,2024-02-16 09:41:29.742,2024-01-17 09:41:29.746787,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7ab0bd26d674,C_10c2ee787464,null,search-engine,,2024-01-17 21:36:44.879,2024-02-16 21:36:44.879,2024-01-17 21:36:44.883456,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5344f45094c7,C_776998497c79,null,search-engine,,2024-01-18 00:25:57.412,2024-02-17 00:25:57.412,2024-01-18 00:25:57.416938,ANONYMIZED,T_261633459b54,INACTIVE,false
C_41a5a8bed118,C_29c80acaf9a2,null,other,,2024-01-18 09:52:37.212,2024-02-17 09:52:37.212,2024-01-18 09:52:37.217447,ANONYMIZED,T_261633459b54,INACTIVE,false
C_90cd47eb76e4,C_488a1cabfa5a,null,search-engine,,2024-01-18 11:26:28.156,2024-02-17 11:26:28.156,2024-01-18 11:26:28.160647,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2f45aae405f3,C_4913bab4794f,null,recommended,,2024-01-19 05:28:18.232,2024-02-18 05:28:18.232,2024-01-19 05:28:18.236106,ANONYMIZED,T_261633459b54,INACTIVE,false
C_87ca9d6ec8fe,C_80b36dcd81aa,null,search-engine,,2024-01-20 00:05:48.792,2024-02-19 00:05:48.792,2024-01-20 00:05:48.797085,ANONYMIZED,T_261633459b54,INACTIVE,false
C_79274de15960,C_7956eb17c75c,null,search-engine,,2024-01-21 12:07:55.966,2024-02-20 12:07:55.966,2024-01-21 12:07:55.967014,ANONYMIZED,T_261633459b54,INACTIVE,false
C_58dab219602d,C_09ad2bc54966,null,search-engine,,2024-01-24 13:35:32.775,2024-02-23 13:35:32.775,2024-01-24 13:35:32.784523,ANONYMIZED,T_261633459b54,INACTIVE,false
C_92acadd25153,C_fed65b59bcf6,null,search-engine,,2024-01-24 14:54:18.386,2024-02-23 14:54:18.386,2024-01-24 14:54:18.390907,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5f0a5db55746,C_ae8edc641819,null,search-engine,,2024-01-24 18:06:19.082,2024-02-23 18:06:19.082,2024-01-24 18:06:19.089643,ANONYMIZED,T_261633459b54,INACTIVE,false
C_380841641201,C_d47d9ff105bf,null,search-engine,,2024-01-24 20:09:40.447,2024-02-23 20:09:40.447,2024-01-24 20:09:40.454564,ANONYMIZED,T_261633459b54,INACTIVE,false
C_395256b7d70c,C_9b3c5851570f,null,search-engine,,2024-01-25 07:27:43.759,2024-02-24 07:27:43.759,2024-01-25 07:27:43.764649,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c63525f19e5d,C_d7fb86769c2a,null,ads,,2024-01-25 08:36:28.052,2024-02-24 08:36:28.052,2024-01-25 08:36:28.057283,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fe277a76cc08,C_800607600b00,null,search-engine,,2024-01-25 16:08:56.935,2024-02-24 16:08:56.935,2024-01-25 16:08:56.941575,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b952dd35b2f1,C_a818354afa09,Saarland,website,null,2024-01-26 08:58:36.963,2024-03-03 08:58:36.963,2024-01-26 08:58:36.967284,ACTIVE,T_261633459b54,ACTIVE,false
C_0395a643ad76,C_343de4b466dd,null,search-engine,,2024-01-26 11:49:12.838,2024-02-25 11:49:12.838,2024-01-26 11:49:12.843759,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2be0d097c289,C_870bb7fbf091,null,email,,2024-01-27 16:54:03.953,2024-02-26 16:54:03.953,2024-01-27 16:54:03.958412,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b58a511cd592,C_30134ebabe52,null,search-engine,,2024-01-28 13:38:48.487,2024-02-27 13:38:48.487,2024-01-28 13:38:48.492083,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5cce6c255399,C_54314196b294,null,search-engine,,2024-01-28 14:10:17.993,2024-02-27 14:10:17.993,2024-01-28 14:10:17.998126,ANONYMIZED,T_261633459b54,INACTIVE,false
C_6f61a2366f27,C_c23ed575824d,null,search-engine,,2024-01-28 16:06:48.391,2024-02-27 16:06:48.391,2024-01-28 16:06:48.396996,ANONYMIZED,T_261633459b54,INACTIVE,false
C_647a50da70b2,C_6bbafbb6bbb7,Brandenburg,search-engine,null,2024-01-29 19:05:14.281,2024-02-28 19:05:14.281,2024-01-29 19:05:14.282684,ANONYMIZED,T_261633459b54,INACTIVE,false
C_24e72610b82e,C_2a5d19a013ae,null,ads,,2024-01-29 22:08:42.508,2024-02-28 22:08:42.508,2024-01-29 22:08:42.513524,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d86c28622b91,C_d5fc023b55b6,null,search-engine,,2024-01-30 20:34:56.999,2024-02-29 20:34:56.999,2024-01-30 20:34:56.999667,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f434594112e4,C_0cc9648696c6,null,ads,,2024-01-31 15:38:04.501,2024-03-01 15:38:04.501,2024-01-31 15:38:06.582242,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fc46fb0545a6,C_19ef78c8ad77,null,ads,,2024-02-02 12:42:49.523,2024-03-03 12:42:49.523,2024-02-02 12:42:49.527042,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d775f1fe4295,C_e3b7a0881b76,null,search-engine,,2024-02-04 10:44:20.644,2024-03-05 10:44:20.644,2024-02-04 10:44:20.643858,ANONYMIZED,T_261633459b54,INACTIVE,false
C_75a1b1ed73df,C_a8bcff5b9fae,Baden-Württemberg,ads,null,2024-02-04 13:20:43.536,2024-03-12 13:20:43.536,2024-02-04 13:20:43.536116,ACTIVE,T_261633459b54,ACTIVE,false
C_c670087422ec,C_cfd23ac86eae,null,search-engine,,2024-02-04 15:07:08.9,2024-03-05 15:07:08.9,2024-02-04 15:07:08.905695,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e210a4cb4233,C_d3eb83669b1e,null,website,,2024-02-06 03:07:13.158,2024-03-07 03:07:13.158,2024-02-06 03:07:13.158877,ANONYMIZED,T_261633459b54,INACTIVE,false
C_39ea5ce80e01,C_e7d400a96baa,null,ads,,2024-02-06 16:05:01.964,2024-03-07 16:05:01.964,2024-02-06 16:05:01.964853,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c13befd18abd,C_17592f00df06,null,search-engine,,2024-02-07 16:29:56.325,2024-03-08 16:29:56.325,2024-02-07 16:29:56.32586,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e7abdada5842,C_88fe8ce07ac1,null,search-engine,,2024-02-08 08:53:45.248,2024-03-09 08:53:45.248,2024-02-08 08:53:45.24382,ANONYMIZED,T_261633459b54,INACTIVE,false
C_62738badee29,C_c645d8dcff99,null,website,,2024-02-08 13:39:16.873,2024-03-09 13:39:16.873,2024-02-08 13:39:16.881268,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d9411d300cdf,C_0fe6c29fafd3,null,social,,2024-02-08 17:50:21.968,2024-03-09 17:50:21.968,2024-02-08 17:50:21.971897,ANONYMIZED,T_261633459b54,INACTIVE,false
C_050ab23c82a8,C_d2c481eb5cdc,null,recommended,,2024-02-09 10:13:14.335,2024-03-10 10:13:14.335,2024-02-09 10:13:14.33403,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5b128d8ea940,C_eea58357b6b2,null,other,,2024-02-10 16:03:54.474,2024-03-11 16:03:54.474,2024-02-10 16:03:54.474299,ANONYMIZED,T_261633459b54,INACTIVE,false
C_53cf4c72548b,C_c104d1c96966,null,ads,,2024-02-11 15:10:53.062,2024-03-12 15:10:53.062,2024-02-11 15:10:53.058714,ANONYMIZED,T_261633459b54,INACTIVE,false
C_06983cd961c7,C_8239f7927743,null,search-engine,,2024-02-12 00:26:56.491,2024-03-13 00:26:56.491,2024-02-12 00:26:56.487558,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b1459d20a051,C_4d2ce50994e5,null,search-engine,,2024-02-12 10:41:56.592,2024-03-13 10:41:56.592,2024-02-12 10:41:56.567845,ANONYMIZED,T_261633459b54,INACTIVE,false
C_dff25926d383,C_a48cd7063ac1,null,ads,,2024-02-12 22:23:37.711,2024-03-13 22:23:37.711,2024-02-12 22:23:37.712953,ANONYMIZED,T_261633459b54,INACTIVE,false
C_55413aec8d3d,C_e9c7e2ab8d37,null,search-engine,,2024-02-13 19:36:50.827,2024-03-14 19:36:50.827,2024-02-13 19:36:50.83351,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3851a07822e1,C_95160f640265,null,search-engine,,2024-02-14 19:24:27.619,2024-03-15 19:24:27.619,2024-02-14 19:24:27.618514,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7933a55a3127,C_050b64b6c5c7,Schleswig-Holstein,search-engine,null,2024-02-15 10:47:36.184,2024-03-16 10:47:36.184,2024-02-15 10:47:36.194205,ANONYMIZED,T_261633459b54,INACTIVE,false
C_605ee90852d3,C_905886e02ccc,null,search-engine,,2024-02-16 14:55:48.858,2024-03-17 14:55:48.858,2024-02-16 14:55:48.860592,ANONYMIZED,T_261633459b54,INACTIVE,false
C_23c65a770802,C_aa1266008931,null,search-engine,,2024-02-18 14:17:01.109,2024-03-19 14:17:01.109,2024-02-18 14:17:01.110964,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b8b5f70bb7dd,C_56935f9e45d6,null,search-engine,,2024-02-19 11:07:42.705,2024-03-20 11:07:42.705,2024-02-19 11:07:42.709789,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4ad29adb1ac4,C_50210ae00f89,null,search-engine,,2024-02-19 23:19:41.646,2024-03-20 23:19:41.646,2024-02-19 23:19:41.649926,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4179f4606675,C_94c4673426d5,null,social,,2024-02-21 20:32:58.715,2024-03-22 20:32:58.715,2024-02-21 20:32:58.716093,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ea132c62ba72,C_dc86272abebb,null,search-engine,,2024-02-22 02:40:45.774,2024-03-23 02:40:45.774,2024-02-22 02:40:45.775266,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ebd8f66945a3,C_8a68c5fb4a48,null,search-engine,,2024-02-23 14:01:18.797,2024-03-24 14:01:18.797,2024-02-23 14:01:18.796999,ANONYMIZED,T_261633459b54,INACTIVE,false
C_43c4c6f761a3,C_ca7920765fa8,null,search-engine,,2024-02-23 14:46:17.667,2024-03-24 14:46:17.667,2024-02-23 14:46:17.661613,ANONYMIZED,T_261633459b54,INACTIVE,false
C_56ace091a8a8,C_96df8d9b8ace,null,search-engine,,2024-02-23 16:51:47.737,2024-03-24 16:51:47.737,2024-02-23 16:51:47.734222,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3f681f3f0c67,C_6cede6226249,null,search-engine,,2024-02-23 18:20:11.412,2024-03-24 18:20:11.412,2024-02-23 18:20:11.409386,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7f13c0799d0a,C_f6b3953fb109,null,search-engine,,2024-02-25 11:41:45.316,2024-03-26 11:41:45.316,2024-02-25 11:41:45.322562,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9a40b1cd2efe,C_c05ef3fe1403,null,search-engine,,2024-02-27 09:13:09.13,2024-03-28 09:13:09.13,2024-02-27 09:13:09.13101,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4c4d73d6eaf1,C_7db996fcee59,null,recommended,,2024-02-27 12:24:34.12,2024-03-28 12:24:34.12,2024-02-27 12:24:34.124624,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ba9271bf0390,C_a25b428b2783,null,recommended,,2024-02-27 13:44:41.538,2024-03-28 13:44:41.538,2024-02-27 13:44:41.535492,ANONYMIZED,T_261633459b54,INACTIVE,false
C_cf3e151029f2,C_07c271fa2515,null,search-engine,,2024-02-27 18:23:47.489,2024-03-28 18:23:47.489,2024-02-27 18:23:47.490266,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e1f8e91c347d,C_6d9366082831,null,search-engine,,2024-02-28 07:47:20.83,2024-03-29 07:47:20.83,2024-02-28 07:47:20.832111,ANONYMIZED,T_261633459b54,INACTIVE,false
C_08ac7ce2ea12,C_de47f7fa866a,null,search-engine,,2024-02-29 18:11:17.416,2024-03-30 18:11:17.416,2024-02-29 18:11:17.4166,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fbd6ad3ec26c,C_c620c204e323,null,ads,,2024-02-29 20:20:30.315,2024-03-30 20:20:30.315,2024-02-29 20:20:30.315472,ANONYMIZED,T_261633459b54,INACTIVE,false
C_651bbecd2f6c,C_d48f50bc07bb,null,website,,2024-02-29 21:05:53.609,2024-03-30 21:05:53.609,2024-02-29 21:05:53.608795,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fcc053f19146,C_4a42bc561f8a,Brandenburg,search-engine,null,2024-03-01 11:01:23.421,2024-03-31 11:01:23.421,2024-03-01 11:01:23.424466,ACTIVE,T_261633459b54,ACTIVE,false
C_fb3a43e6edbe,C_fc9a39152699,null,search-engine,,2024-03-02 21:23:14.913,2024-04-01 21:23:14.913,2024-03-02 21:23:14.91332,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7c4714caf7fa,C_f1902f9a2fcf,null,search-engine,,2024-03-04 20:31:35.528,2024-04-03 20:31:35.528,2024-03-04 20:31:35.521557,ANONYMIZED,T_261633459b54,INACTIVE,false
C_0725e219470d,C_27e262e689bd,null,search-engine,,2024-03-05 08:02:17.829,2024-04-04 08:02:17.829,2024-03-05 08:02:17.834346,ANONYMIZED,T_261633459b54,INACTIVE,false
C_0336559db54e,C_a516c8a0b0d9,null,search-engine,,2024-03-05 11:52:49.507,2024-04-04 11:52:49.507,2024-03-05 11:52:49.499364,ANONYMIZED,T_261633459b54,INACTIVE,true
C_12843a9a4764,C_e05298f02d18,null,search-engine,,2024-03-05 11:54:48.082,2024-04-04 11:54:48.082,2024-03-05 11:54:48.074722,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7a6b070d5201,C_66eeed31795e,null,search-engine,,2024-03-05 21:08:36.483,2024-04-04 21:08:36.483,2024-03-05 21:08:36.477372,ANONYMIZED,T_261633459b54,INACTIVE,false
C_353e5b8663a3,C_5c378b65f070,null,search-engine,,2024-03-05 21:16:20.219,2024-04-04 21:16:20.219,2024-03-05 21:16:20.220827,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a0d851ae8d5a,C_1796a9216054,null,other,,2024-03-06 19:37:39.13,2024-04-05 19:37:39.13,2024-03-06 19:37:39.135056,ANONYMIZED,T_261633459b54,INACTIVE,false
C_6fa68dfac621,C_b8cbccb19836,null,social,,2024-03-08 14:34:34.31,2024-04-07 14:34:34.31,2024-03-08 14:34:34.3096,ANONYMIZED,T_261633459b54,INACTIVE,false
C_8d0d0d4935a2,C_de1697c5d60c,null,search-engine,,2024-03-09 12:48:42.904,2024-04-08 12:48:42.904,2024-03-09 12:48:42.910857,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5366b4cd6a8b,C_d2c639bde877,null,other,,2024-03-09 19:12:47.816,2024-04-08 19:12:47.816,2024-03-09 19:12:47.820848,ANONYMIZED,T_261633459b54,INACTIVE,false
C_47d480f6d5d6,C_fa9ffc087cd5,null,social,,2024-03-12 07:23:46.084,2024-04-11 07:23:46.084,2024-03-12 07:23:46.079169,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fbc49e1a54c0,C_bc31c4a46de6,null,search-engine,,2024-03-12 07:42:03.915,2024-04-11 07:42:03.915,2024-03-12 07:42:03.908712,ANONYMIZED,T_261633459b54,INACTIVE,false
C_de6df11ab533,C_953d1160badc,null,search-engine,,2024-03-12 10:37:34.298,2024-04-11 10:37:34.298,2024-03-12 10:37:34.296952,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a766fc991d46,C_11a9f2e2c76e,null,search-engine,,2024-03-13 08:59:31.456,2024-04-19 08:59:31.456,2024-03-13 08:59:31.458603,ANONYMIZED,T_261633459b54,INACTIVE,false
C_998ea39d544f,C_3d73b821f917,null,recommended,,2024-03-13 09:02:35.342,2024-04-12 09:02:35.342,2024-03-13 09:02:35.346483,ANONYMIZED,T_261633459b54,INACTIVE,false
C_45af4cf10f43,C_e7059a823a90,null,search-engine,,2024-03-13 09:19:39.468,2024-04-12 09:19:39.468,2024-03-13 09:19:39.477755,ANONYMIZED,T_261633459b54,INACTIVE,false
C_0a5732a66cf3,C_11ccd20b0e00,null,recommended,,2024-03-13 10:31:20.178,2024-04-12 10:31:20.178,2024-03-13 10:31:20.181323,ANONYMIZED,T_261633459b54,INACTIVE,false
C_cfa3c1725b0b,C_80e5e079c778,null,search-engine,,2024-03-13 12:52:37.77,2024-04-12 12:52:37.77,2024-03-13 12:52:37.771561,ANONYMIZED,T_261633459b54,INACTIVE,false
C_34e6b4a768a9,C_1f2abf78ff90,null,search-engine,,2024-03-14 01:25:05.004,2024-04-13 01:25:05.004,2024-03-14 01:25:05.009685,ANONYMIZED,T_261633459b54,INACTIVE,false
C_99d598d32dc5,C_2473121fabd0,null,search-engine,,2024-03-15 16:04:33.858,2024-04-14 16:04:33.858,2024-03-15 16:04:33.860414,ANONYMIZED,T_261633459b54,INACTIVE,false
C_684931998e83,C_012b37120d5f,null,other,,2024-03-16 12:34:36.62,2024-04-15 12:34:36.62,2024-03-16 12:34:36.620863,ANONYMIZED,T_261633459b54,INACTIVE,false
C_376afd055848,C_97876e981ac1,null,search-engine,,2024-03-16 18:38:19.707,2024-04-15 18:38:19.707,2024-03-16 18:38:19.708532,ANONYMIZED,T_261633459b54,INACTIVE,false
C_6a48a1004564,C_fbe7bcc93a39,null,social,,2024-03-16 23:52:11.808,2024-04-15 23:52:11.808,2024-03-16 23:52:11.864001,ANONYMIZED,T_261633459b54,INACTIVE,false
