id,userCancelledAt,startingTime,expiryTime,companyId,status,hasFixedLicenseCount,noOfLicenses
CON_3ee1e6c30a83,null,2023-08-23 00:00:00,null,C_daa757a555a9,ACTIVE,false,null
CON_20d3f0fc0650,null,2023-02-16 00:00:00,null,C_c29ab0ccbfbb,ACTIVE,false,null
CON_1819981c5f0b,null,2023-09-29 00:00:00,null,C_7c3de7b32496,ACTIVE,false,null
CON_969fc32f7e86,null,2024-06-30 00:00:00,null,C_e2eb3593c332,SUSPENDED,false,null
CON_698e80d76462,null,2023-07-19 00:00:00,null,C_49bf135afd5d,ACTIVE,false,null
CON_445b51b8b7d9,null,2023-01-06 00:00:00,null,C_a39b4cb21056,ACTIVE,false,null
CON_12cf183f6c76,2024-12-20 23:59:59.999,2024-03-20 00:00:00,2025-01-19 23:59:59.999,C_23c65a770802,EXPIRED,false,null
CON_1ab19202543c,null,2999-11-18 00:00:00,null,C_82464cf39f69,PENDING,false,null
CON_5aa06b1d8b6b,null,2023-02-17 00:00:00,2024-04-01 23:59:59.999,C_d1cf643b8824,EXPIRED,false,null
CON_a6e08bbe41b0,null,2024-06-30 00:00:00,null,C_5db33a074bb1,SUSPENDED,false,null
CON_00899a8a5899,null,2023-05-20 00:00:00,null,C_70b176e7acd7,ACTIVE,false,null
CON_5dcfff1f6804,null,2024-01-14 00:00:00,null,C_4719c03c5d6c,ACTIVE,false,null
CON_143526f0e8e1,null,2024-04-19 00:00:00,null,C_ad130239f96b,ACTIVE,false,null
CON_a4a99c11081e,null,2099-02-08 00:00:00,null,C_8de6a2f81ec0,PENDING,false,null
CON_54d4ac79748f,null,2024-04-24 00:00:00,2024-05-01 23:59:59.999,C_5660a783d592,EXPIRED,false,null
CON_87fe09678916,null,2024-02-24 00:00:00,2024-03-01 23:59:59.999,C_5f0a5db55746,EXPIRED,false,null
CON_8a0699de8b12,null,2024-01-27 00:00:00,2025-06-18 21:00:00,C_824609dfee36,TERMINATED,false,null
CON_4a67ac021e72,null,2024-01-08 00:00:00,null,C_a900f97841ef,ACTIVE,false,null
CON_284a6ad61d20,null,2023-03-18 00:00:00,2024-05-01 23:59:59.999,C_1a00b64e4f55,EXPIRED,false,null
CON_beef266061e9,2024-10-21 23:59:59.999,2023-07-20 00:00:00,2024-11-20 23:59:59.999,C_2f2e85a96dfc,EXPIRED,false,null
CON_f1226505011e,null,2024-01-08 00:00:00,null,C_50fcf3195b21,ACTIVE,false,null
CON_d3fd200bfa51,null,2024-02-01 00:00:00,null,C_9d376ae0876e,ACTIVE,false,null
CON_d72bb31fd07c,2025-11-29 23:00:00,2023-12-11 00:00:00,2025-12-30 23:00:00,C_f5a0f5ae86da,EXPIRED,false,null
CON_b8dfc1a3bd49,null,2024-01-08 00:00:00,null,C_6a5b149856b0,ACTIVE,false,null
CON_f0b747b6f764,null,2024-04-26 00:00:00,null,C_c399da126eb1,ACTIVE,false,null
CON_4bafb278f7aa,2026-02-05 00:00:00,2024-03-17 00:00:00,2026-04-02 23:00:00,C_7933a55a3127,EXPIRED,false,null
CON_de64bcdad34a,null,2024-04-24 00:00:00,null,C_1a6e92ff7494,ACTIVE,false,null
CON_d57190084e07,null,2024-03-10 00:00:00,2024-04-01 23:59:59.999,C_d9411d300cdf,EXPIRED,false,null
CON_a6563c7d60ba,null,2024-02-29 00:00:00,2026-02-28 20:00:00,C_647a50da70b2,EXPIRED,false,null
CON_5fd53d0495ec,null,2024-03-30 00:00:00,2024-08-29 00:00:00,C_e1f8e91c347d,EXPIRED,false,null
CON_dfc407bdf9e7,2024-08-12 23:59:59.999,2024-04-29 00:00:00,2024-09-11 23:59:59.999,C_bd41495f092f,EXPIRED,false,null
CON_bc6e4e9924bd,null,2024-03-08 00:00:00,2024-04-01 23:59:59.999,C_39ea5ce80e01,EXPIRED,false,null
CON_9ff13a40dca8,null,2023-08-03 00:00:00,2025-03-31 00:00:00,C_8fa942b4dae3,EXPIRED,false,null
CON_bdbb822cc61b,null,2023-04-05 00:00:00,null,C_15f2d93e8370,ACTIVE,false,null
CON_6813af85923f,null,2024-05-18 00:00:00,2024-06-01 23:59:59.999,C_2cae761035ea,EXPIRED,false,null
CON_00fdb15852a7,null,2023-03-30 00:00:00,2024-08-29 00:00:00,C_acbab3f1ef2b,EXPIRED,false,null
CON_aaa3f8292bf5,2024-09-21 23:59:59.999,2023-01-06 00:00:00,2024-10-21 23:59:59.999,C_d1cd73b81035,EXPIRED,false,null
CON_0635ad57c3f8,null,2023-01-06 00:00:00,null,C_8b391db2f616,ACTIVE,false,null
CON_9fe5ee9cf144,null,2024-04-19 00:00:00,null,C_d75a91f8475f,ACTIVE,false,null
CON_0da91b051977,null,2024-04-01 00:00:00,null,C_fcc053f19146,ACTIVE,false,null
CON_0bcb90d5d1b0,null,2023-04-30 00:00:00,2023-05-01 23:59:59.999,C_68bab9e9fdef,EXPIRED,false,null
CON_c092a0886964,null,2024-02-06 00:00:00,2024-03-01 23:59:59.999,C_f39ece4578d3,EXPIRED,false,null
CON_4e8f8b7f213e,null,2023-06-06 00:00:00,2023-07-01 23:59:59.999,C_d6f5fd311b58,EXPIRED,false,null
CON_2560d964c9b4,null,2023-09-07 00:00:00,2023-11-01 23:59:59.999,C_996b2b260006,EXPIRED,false,null
CON_f33bd8d81988,null,2023-09-01 00:00:00,2023-09-01 23:59:59.999,C_fb74f17b2814,EXPIRED,false,null
CON_ee973453f54c,null,2023-10-26 00:00:00,2023-11-01 23:59:59.999,C_9d3e9ae93bc7,EXPIRED,false,null
CON_7bd9b3b9b306,null,2023-09-10 00:00:00,2023-10-01 23:59:59.999,C_e254437a785a,EXPIRED,false,null
CON_6cec5e027373,null,2023-11-07 00:00:00,2023-12-01 23:59:59.999,C_74965788195e,EXPIRED,false,null
CON_eb2905c6446b,null,2024-01-15 00:00:00,2024-02-01 23:59:59.999,C_7f39b4be5e74,EXPIRED,false,null
CON_4cd1b8740795,null,2023-09-18 00:00:00,2023-11-01 23:59:59.999,C_9dd843f1398c,EXPIRED,false,null
CON_a9d5a9a5aa3d,null,2023-12-09 00:00:00,2024-01-01 23:59:59.999,C_543e025e7b5e,EXPIRED,false,null
CON_15ff3e35af02,null,2023-11-27 00:00:00,2023-12-01 23:59:59.999,C_f24d957086f4,EXPIRED,false,null
CON_ad0c3f15731a,null,2024-02-14 00:00:00,2024-03-01 23:59:59.999,C_3a190983bbf9,EXPIRED,false,null
CON_cc08d18b56b6,null,2023-09-19 00:00:00,2023-10-01 23:59:59.999,C_9baff160725b,EXPIRED,false,null
CON_bfc939781162,null,2023-10-02 00:00:00,2024-02-01 23:59:59.999,C_c364ff7ddb66,EXPIRED,false,null
CON_6a61672b3ebd,null,2023-09-26 00:00:00,2023-10-01 23:59:59.999,C_16d84a4729c6,EXPIRED,false,null
CON_304884c047c0,null,2023-10-09 00:00:00,2023-11-01 23:59:59.999,C_1b4dbef21485,EXPIRED,false,null
CON_c8c98a1eed83,null,2023-11-28 00:00:00,2023-12-01 23:59:59.999,C_b85b5d0cf76b,EXPIRED,false,null
CON_f0687e750fb5,null,2024-02-16 00:00:00,2024-03-01 23:59:59.999,C_97c85a4be799,EXPIRED,false,null
CON_4d626e4eea8f,null,2023-05-11 00:00:00,2023-06-01 23:59:59.999,C_ce2a4c594dbb,EXPIRED,false,null
CON_b11b72b5906c,null,2023-09-27 00:00:00,2023-10-01 23:59:59.999,C_e47b82018e08,EXPIRED,false,null
CON_7c2df3f87411,null,2023-01-21 00:00:00,2023-08-01 23:59:59.999,C_dbd779b36bfe,EXPIRED,false,null
CON_b1407338b7fb,null,2023-02-05 00:00:00,2024-05-01 23:59:59.999,C_68a9a851d830,EXPIRED,false,null
CON_2f71db901ec3,null,2023-04-29 00:00:00,2023-05-01 23:59:59.999,C_97570caa5300,EXPIRED,false,null
CON_158e3cef3b25,null,2023-09-06 00:00:00,2023-10-01 23:59:59.999,C_f318d7cf782a,EXPIRED,false,null
CON_edba1119acf4,null,2023-06-20 00:00:00,2023-07-01 23:59:59.999,C_9fc6ef9f5a41,EXPIRED,false,null
CON_086352469d58,null,2023-07-21 00:00:00,2023-08-01 23:59:59.999,C_7d81f5fb0025,EXPIRED,false,null
CON_f76285bc4ea2,null,2024-01-04 00:00:00,2024-02-01 23:59:59.999,C_4f207416eb84,EXPIRED,false,null
CON_a9c5512fa081,null,2024-07-05 00:00:00,null,C_37b106e2eb20,SUSPENDED,false,null
CON_fad45bc28651,2025-06-24 12:31:16.556692,2024-07-05 00:00:00,2025-06-30 00:00:00,C_1f2dcfd5074a,EXPIRED,false,null
CON_fab64f1ee688,null,2024-07-05 00:00:00,null,C_8eca8810f685,SUSPENDED,false,null
CON_7b19390b7691,null,2024-07-08 00:00:00,null,C_e24b4ebc2f98,SUSPENDED,false,null
CON_73854c7bb142,null,2024-07-11 00:00:00,null,C_7dd0b09522a3,SUSPENDED,false,null
CON_39e9aa68ea31,null,2024-07-11 00:00:00,null,C_623b805b844b,SUSPENDED,false,null
CON_11dd18c5f3aa,null,2024-07-12 00:00:00,null,C_471a6ee6314b,SUSPENDED,false,null
CON_37b8e78bad89,null,2024-07-12 00:00:00,null,C_0f0d16947d7c,SUSPENDED,false,null
CON_fdb5cb22cc7b,null,2024-07-13 00:00:00,null,C_530a5f1ab8a5,SUSPENDED,false,null
CON_8fbfea354bf7,null,2024-07-14 00:00:00,null,C_32d2eeece6b8,SUSPENDED,false,null
CON_5ae629095150,null,2024-07-15 00:00:00,null,C_e1dfc5499ce0,SUSPENDED,false,null
CON_2cd7edf84274,null,2024-07-16 00:00:00,null,C_3f441e578d12,SUSPENDED,false,null
CON_28081b35da38,null,2024-07-19 00:00:00,null,C_36ed17f6a1c0,SUSPENDED,false,null
CON_e705f7ca53eb,null,2024-07-19 00:00:00,null,C_8968dd5cc123,SUSPENDED,false,null
CON_826c9d89b943,null,2024-07-19 00:00:00,null,C_d7e04e354fb0,SUSPENDED,false,null
CON_9673a3313343,null,2024-07-19 00:00:00,null,C_b9f9eed4e528,SUSPENDED,false,null
CON_1b6e6f88a937,null,2024-07-19 00:00:00,null,C_c0977c4b0efd,SUSPENDED,false,null
CON_70ecc9e3432f,null,2024-07-19 00:00:00,null,C_b6b487168611,SUSPENDED,false,null
CON_a5e31e56d117,null,2024-07-20 00:00:00,null,C_709703a69bd4,SUSPENDED,false,null
CON_243e8e2cb884,null,2024-07-21 00:00:00,null,C_12a6e2912b41,SUSPENDED,false,null
CON_68b4a9210bd4,null,2024-07-22 00:00:00,null,C_24c307e43141,SUSPENDED,false,null
CON_d6a9a974e2b1,null,2024-07-22 00:00:00,null,C_344286ccc7a5,SUSPENDED,false,null
CON_21a3adc0bdd9,null,2024-07-24 00:00:00,null,C_909dc308ae96,SUSPENDED,false,null
CON_2b3a5a5372d5,null,2024-07-03 00:00:00,null,C_4c68d4d4cfad,ACTIVE,false,null
CON_226d1aed259c,null,2024-07-05 00:00:00,2025-02-27 00:00:00,C_8eca8810f685,EXPIRED,false,null
CON_335b3c8a02c0,null,2024-08-05 00:00:00,null,C_f7cc426c4af3,SUSPENDED,false,null
CON_133a2dc6bac8,null,2024-08-09 00:00:00,null,C_361dc9da45d6,SUSPENDED,false,null
CON_c34bdec28ec2,null,2024-07-11 00:00:00,null,C_37b106e2eb20,ACTIVE,false,null
CON_b49a8351591b,null,2024-08-12 00:00:00,2025-08-12 23:59:59.999,C_ed19c3ec3196,EXPIRED,false,null
CON_7292a73e7895,null,2024-08-12 00:00:00,null,C_acdeea9f962d,SUSPENDED,false,null
CON_b1542a30c815,null,2024-08-12 00:00:00,null,C_3d4ef7067f05,SUSPENDED,false,null
CON_34a126364aa2,null,2024-08-15 00:00:00,null,C_1e4261f90eb7,SUSPENDED,false,null
CON_97eb6272ad46,null,2024-08-15 00:00:00,null,C_a22759001486,SUSPENDED,false,null
CON_98f17e756181,null,2024-08-17 00:00:00,null,C_2e193debb82f,SUSPENDED,false,null
CON_b3dda0cf162a,2025-10-01 23:59:59.999,2024-12-05 00:00:00,2025-12-04 23:59:59.999,C_38ae46b8ab12,EXPIRED,false,null
CON_aad14019e0c8,null,2024-08-22 00:00:00,null,C_8eb2c6fe6f7a,SUSPENDED,false,null
CON_0073aa9fa087,null,2024-08-22 00:00:00,null,C_e57b880185a2,SUSPENDED,false,null
CON_211459179633,null,2024-08-25 00:00:00,null,C_16c8c6a42d78,SUSPENDED,false,null
CON_4f60c626662a,null,2024-08-26 00:00:00,null,C_e8dd2cdad84c,SUSPENDED,false,null
CON_9e7ced9b52d1,null,2024-08-29 00:00:00,null,C_315e8ba48c6b,SUSPENDED,false,null
CON_3f626a61402a,null,2024-08-29 00:00:00,null,C_f152b1a29881,SUSPENDED,false,null
CON_203d19409424,null,2024-07-29 00:00:00,null,C_909dc308ae96,ACTIVE,false,null
CON_add612b9d46e,null,2024-08-30 00:00:00,null,C_db583ff9d4f9,SUSPENDED,false,null
CON_32c9c5767333,null,2024-08-30 00:00:00,null,C_098fec20c97e,SUSPENDED,false,null
CON_d02ad6a7e4e0,null,2024-09-01 00:00:00,null,C_da25cbe0e639,SUSPENDED,false,null
CON_e91fb45a3ade,null,2024-08-01 00:00:00,null,C_e24b4ebc2f98,ACTIVE,false,null
CON_cbfcb00da874,null,2024-09-01 00:00:00,null,C_828c7a738d05,SUSPENDED,false,null
CON_eed5bd0e05de,null,2024-09-05 00:00:00,null,C_bc51b2b2b801,SUSPENDED,false,null
CON_23719b57c490,null,2024-09-07 00:00:00,null,C_603ed4e37024,SUSPENDED,false,null
CON_0341e606da76,null,2024-09-10 00:00:00,null,C_353f6cabef97,SUSPENDED,false,null
CON_3f198238e3b6,null,2024-09-12 00:00:00,null,C_94d169c4f64a,SUSPENDED,false,null
CON_1f06dd103082,null,2024-09-14 00:00:00,null,C_6d7000bc85e3,SUSPENDED,false,null
CON_9c6649e78e8d,null,2024-09-14 00:00:00,null,C_ad6aa7c522ee,SUSPENDED,false,null
CON_a4ff6b3456c1,null,2024-09-15 00:00:00,null,C_fb45d4e8e43e,SUSPENDED,false,null
CON_78a171471821,null,2024-08-28 00:00:00,2025-08-26 23:59:59.999,C_e872519f34e4,EXPIRED,false,null
CON_dad7c8f9841a,null,2024-09-19 00:00:00,null,C_5c25bfafc6d6,SUSPENDED,false,null
CON_da6f94c2279a,null,2024-09-23 00:00:00,2025-09-23 23:59:59.999,C_7b8980e6fa83,SUSPENDED,false,null
CON_b6abaa316a85,null,2024-09-26 00:00:00,null,C_19a3712757ca,ACTIVE,false,null
CON_794687dc2da6,null,2024-09-26 00:00:00,null,C_50a64aa54633,SUSPENDED,false,null
CON_371863f4c13a,null,2024-09-27 00:00:00,null,C_589aab0b9ac8,SUSPENDED,false,null
CON_e1824eeb3e09,null,2024-10-01 00:00:00,null,C_027efae2a045,SUSPENDED,false,null
CON_f1c7adf41422,null,2024-10-04 00:00:00,null,C_15341b195588,SUSPENDED,false,null
CON_a7da858f18fa,null,2025-01-01 00:00:00,2025-12-31 20:00:00,C_edddfbf6cf74,EXPIRED,true,18
CON_46acc601c7a0,null,2024-10-05 00:00:00,null,C_ddd7e8d138c7,ACTIVE,false,null
CON_861ba5a5ea50,null,2024-10-05 00:00:00,null,C_0f2cf1858871,SUSPENDED,false,null
CON_30612edfbdb9,null,2024-10-06 00:00:00,null,C_e37de032f4ac,SUSPENDED,false,null
CON_998c93654a03,null,2024-10-06 00:00:00,null,C_b37468027953,SUSPENDED,false,null
CON_be724860941d,null,2024-10-06 00:00:00,null,C_8db22e5e5893,ACTIVE,false,null
CON_b50c880b13e4,null,2024-10-07 00:00:00,null,C_b00821368a68,SUSPENDED,false,null
CON_cc06e22d817c,null,2024-10-11 00:00:00,null,C_2ab825fb05de,SUSPENDED,false,null
CON_40d04b93851f,null,2024-10-11 00:00:00,null,C_5c72f5b80fb5,SUSPENDED,false,null
CON_aa13dd3f9d37,null,2024-10-11 00:00:00,null,C_8e5d5b0f8e92,SUSPENDED,false,null
CON_f6a9989f39e1,null,2024-10-13 00:00:00,null,C_0f81927065fe,SUSPENDED,false,null
CON_148ee5a9f349,null,2024-10-16 00:00:00,null,C_97dcd03ebecd,SUSPENDED,false,null
CON_1ad210d63eec,null,2024-10-18 00:00:00,null,C_1e1e9ec98a40,SUSPENDED,false,null
CON_35b3448347a8,null,2025-01-01 00:00:00,2025-12-31 00:00:00,C_811a8a5e87c5,EXPIRED,true,25
CON_5886b88c38cd,2025-03-13 23:59:59.999,2024-09-23 00:00:00,2025-09-23 23:59:59.999,C_7b8980e6fa83,EXPIRED,false,null
CON_e6bf9084b8fa,null,2024-10-26 00:00:00,null,C_498b6016e2d1,SUSPENDED,false,null
CON_961c1a7fe278,null,2024-10-26 00:00:00,null,C_ff80498b8e27,SUSPENDED,false,null
CON_5465bddfb930,2025-09-03 23:59:59.999,2025-01-01 00:00:00,2025-12-31 20:00:00,C_4cb37e2d1d6d,EXPIRED,true,100
CON_c45fc8cd16ca,null,2024-10-28 00:00:00,null,C_1f43a8f8c384,SUSPENDED,false,null
CON_b47e8b83cb66,null,2024-10-28 00:00:00,null,C_3fa569f92e21,SUSPENDED,false,null
CON_630285085084,null,2024-10-31 00:00:00,null,C_9384e7278d7f,SUSPENDED,false,null
CON_9a4059a2671e,null,2024-10-31 00:00:00,null,C_6a3c03674cf9,SUSPENDED,false,null
CON_65d54d8beedb,null,2024-10-31 00:00:00,null,C_85652c4eff57,SUSPENDED,false,null
CON_c653da23e6db,2025-11-29 23:00:00,2024-11-01 00:00:00,2025-12-30 23:00:00,C_2ea874824649,EXPIRED,false,null
CON_6b5286652dee,null,2024-11-01 00:00:00,null,C_888ae682fca6,SUSPENDED,false,null
CON_52f488420eba,null,2024-11-02 00:00:00,null,C_7c2dfc8cdc73,SUSPENDED,false,null
CON_52b937ebdb09,null,2024-11-07 00:00:00,null,C_f68acd5c519b,SUSPENDED,false,null
CON_7b58e4f209e1,null,2024-11-07 00:00:00,null,C_6ac459d3cbf3,SUSPENDED,false,null
CON_49cc3336dfaa,null,2024-11-08 00:00:00,null,C_68e082520289,SUSPENDED,false,null
CON_d1fd2b2ebf08,null,2024-11-10 00:00:00,null,C_2aa8c1e522ac,SUSPENDED,false,null
CON_13744bcfa183,null,2024-11-14 00:00:00,null,C_c82b529a332e,SUSPENDED,false,null
CON_98010078ebdd,null,2024-11-15 00:00:00,null,C_342c553b5dd7,SUSPENDED,false,null
CON_730c3ffaf3f5,null,2024-11-17 00:00:00,null,C_64db6e33690c,SUSPENDED,false,null
CON_8cf0b13eeb98,null,2024-11-17 00:00:00,null,C_32d7ed9a9caf,SUSPENDED,false,null
CON_212505e6bb5e,null,2024-11-17 00:00:00,null,C_f0cb3b09acc4,SUSPENDED,false,null
CON_1d071177152c,null,2024-11-18 00:00:00,null,C_41fc26a1a4b1,SUSPENDED,false,null
CON_c6a48649600e,null,2024-11-21 00:00:00,null,C_795029c6e1bf,SUSPENDED,false,null
CON_3db45d9c09ce,null,2024-11-23 00:00:00,2025-12-31 00:00:00,C_e179e411b6c4,EXPIRED,false,null
CON_132ad707c12a,null,2024-11-23 00:00:00,null,C_a6775401d264,SUSPENDED,false,null
CON_33f62975b73f,null,2024-11-25 00:00:00,null,C_eadc5fe6109f,SUSPENDED,false,null
CON_5c1a5316b853,null,2024-12-01 00:00:00,null,C_90a9f80145e3,SUSPENDED,false,null
CON_4216825d85d2,null,2024-12-01 00:00:00,null,C_eaa3cfc1947a,SUSPENDED,false,null
CON_b2ac15a9236c,null,2024-12-01 00:00:00,null,C_b1cf5551da71,SUSPENDED,false,null
CON_ce787c8b6430,null,2024-12-02 00:00:00,null,C_41f4bcdcff91,SUSPENDED,false,null
CON_7998ca51d72a,null,2024-12-03 00:00:00,null,C_acd067ac3906,SUSPENDED,false,null
CON_f55ca67b1179,null,2024-12-05 00:00:00,null,C_1140e15dfd9c,SUSPENDED,false,null
CON_5a345a2cbbf2,null,2024-11-05 00:00:00,null,C_6a3c03674cf9,ACTIVE,false,null
CON_be74d992c064,null,2024-12-06 00:00:00,null,C_d378974ca048,SUSPENDED,false,null
CON_32d3df8b8387,null,2024-12-07 00:00:00,null,C_ff498469159f,SUSPENDED,false,null
CON_44f840e9d82e,null,2024-11-09 00:00:00,2025-11-09 23:59:59.999,C_56e0b9b1f5d9,SUSPENDED,false,null
CON_f38bbf246d9d,null,2024-12-09 00:00:00,null,C_b6a9adf7e3ca,SUSPENDED,false,null
CON_27d0d7948fc1,2025-05-01 23:59:59.999,2024-11-11 00:00:00,2025-05-31 23:59:59.999,C_e37de032f4ac,EXPIRED,false,null
