user_course_state,assignment_id1,course_id,user_id,course_type
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_7beb2267a410,Pflichtkurs
FINISHEDWATCHING,A_88aa090ca44b,CRS_ed788addbb76,U_f0d045fae315,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_8ffb9cfcaf84,U_40401e667d7e,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_8572cf0c6d10,U_40401e667d7e,Pflichtkurs
COMPLETED,A_519492acfe74,CRS_8ffb9cfcaf84,U_02e76226788a,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_2067ee9305da,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_17ca7be0bad0,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_519492acfe74,CRS_5e50bce87c33,U_ee4d8a3f79a6,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_3ed96c3b2e12,U_47a7fb8025a0,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_34a2beae085e,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_43bc830a2b9e,CRS_1d9a60245553,U_53fb5daf5fcd,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_eea6d04e69f4,U_7beb2267a410,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_a06040758eb8,U_9db2101439c2,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_b8d1855329b3,U_9db2101439c2,Pflichtkurs
COMPLETED,A_c084a3162169,CRS_d765bcca633c,U_0e0faae135f1,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_ad060cdc167b,U_d90748ef838f,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_34a2beae085e,U_85d25593b35a,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_63250ec506e9,U_00fba6c00740,Pflichtkurs
FINISHEDWATCHING,A_88aa090ca44b,CRS_e31c7e09ae1a,U_f9ff79e7d390,Pflichtkurs
COMPLETED,A_6d78a62fd950,CRS_3f6be8ada418,U_db93e44e952a,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_17ca7be0bad0,U_4460e2d42163,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_cdb1fd03f2e0,U_47a76c419ac7,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_786d9f03b585,U_177abfb2fa54,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_643d39bd2261,Pflichtkurs
COMPLETED,A_caf7c566237f,CRS_48c0542a5ec1,U_b3efa89d7adf,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_feca5f3474d6,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_195c9a1c1976,U_26c6ce2f6b52,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_17ca7be0bad0,U_643d39bd2261,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_381bfaa01001,U_6ae6dbd37cb3,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_d8d004a9b135,U_7beb2267a410,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_e98f26efa907,U_715f0a5545d6,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_651b7ad976bc,U_9f7b4e3037d2,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_da01077acb17,U_fb3ea78c6215,Pflichtkurs
FINISHEDWATCHING,A_88aa090ca44b,CRS_bfc01ddff9ec,U_f0d045fae315,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8572cf0c6d10,U_d90748ef838f,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_2ba870f6122e,U_f0e5cc6e64bb,Pflichtkurs
FINISHEDWATCHING,A_88aa090ca44b,CRS_7f9c8c78c6c6,U_7deb38c2d3cb,Pflichtkurs
INPROGRESS,A_75b3ab23a250,CRS_e98f26efa907,U_fb3ea78c6215,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_643d39bd2261,Pflichtkurs
COMPLETED,A_18155cf15932,CRS_bc5dfb06905d,U_8fc9099e40b0,Pflichtkurs
FINISHEDWATCHING,A_88aa090ca44b,CRS_ed788addbb76,U_f9ff79e7d390,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_85d25593b35a,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_34a2beae085e,U_2ac51a259462,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_e31c7e09ae1a,U_177abfb2fa54,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_4460e2d42163,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_195c9a1c1976,U_9db2101439c2,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_ac2ea592602c,U_4410fed13dcc,Pflichtkurs
COMPLETED,A_d3f405486832,CRS_b8d1855329b3,U_11462076d790,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_d323a7906b09,U_47a7fb8025a0,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_d765bcca633c,U_fb3ea78c6215,Pflichtkurs
INPROGRESS,A_ca935a47dac8,CRS_820975560f52,U_e4a202d476ea,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_d8d004a9b135,U_4460e2d42163,Pflichtkurs
COMPLETED,A_faf276c87103,CRS_eea6d04e69f4,U_caa3f694386c,Pflichtkurs
COMPLETED,A_43bc830a2b9e,CRS_288ed2ad8421,U_53fb5daf5fcd,Pflichtkurs
COMPLETED,A_4c4f9b1a9fa2,CRS_33363cc514d0,U_5f90860647d0,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_5e50bce87c33,U_8fc9099e40b0,Pflichtkurs
INPROGRESS,A_0b361d103c33,CRS_0d7af4f2a841,U_35867cc75942,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_76a9eca75244,U_40401e667d7e,Pflichtkurs
COMPLETED,A_c084a3162169,CRS_d765bcca633c,U_5d3ce52a78d8,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8572cf0c6d10,U_7beb2267a410,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_94458ced50fa,U_2ac51a259462,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_cdb1fd03f2e0,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_b1fab6ada3c3,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_c8845bcdcf51,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_c2ed3ea0c278,U_6f6832243cf5,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8572cf0c6d10,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_2c6c49de9838,CRS_fe846e4c228f,U_d32fcdb368e8,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_74d38079e7c4,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_5936af7ce584,U_8fc9099e40b0,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_4ff86a1cae13,U_e282f0948c33,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_45ba9cb1aa8b,U_40401e667d7e,Pflichtkurs
COMPLETED,A_915515d21f08,CRS_e22f9c7808d8,U_db93e44e952a,Pflichtkurs
COMPLETED,A_46bfe1bb3416,CRS_1ffb54315b87,U_40fb25d143ee,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_e40fa61f2369,U_fb3ea78c6215,Pflichtkurs
INPROGRESS,A_0df93d06b03c,CRS_58cbe806d6fe,U_f6f88e238d1d,Pflichtkurs
COMPLETED,A_f87b69dee109,CRS_381bfaa01001,U_6b5ea6e8fb17,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_b1be778f6307,U_2ac51a259462,Pflichtkurs
COMPLETED,A_d3f405486832,CRS_786d9f03b585,U_5b01aacccca6,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_7f9c8c78c6c6,U_a219b7ac2bc7,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_a02d2e9c5ac9,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_98864d7d6bd3,U_f0e5cc6e64bb,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_49d3f89607a6,U_47a7fb8025a0,Pflichtkurs
INPROGRESS,A_0f557e59cdba,CRS_c2ed3ea0c278,U_00fba6c00740,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_63250ec506e9,U_6f6832243cf5,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_a837701f5484,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_eea6d04e69f4,U_d90748ef838f,Pflichtkurs
COMPLETED,A_b5ac7c37978f,CRS_cdb1fd03f2e0,U_533f63515b23,Pflichtkurs
COMPLETED,A_ab8d0962e7ff,CRS_ac2ea592602c,U_28e051d13047,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_e31c7e09ae1a,U_f9ff79e7d390,Pflichtkurs
COMPLETED,A_dca141ea326a,CRS_f4c33888f082,U_6b5ea6e8fb17,Pflichtkurs
COMPLETED,A_60147686b0d7,CRS_381bfaa01001,U_c14105e8a962,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_933bbf06a4ce,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_1c42d6bd394d,U_8fc9099e40b0,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_af9f2482c19d,U_f9ff79e7d390,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_af9f2482c19d,U_6ae6dbd37cb3,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_85989a979ba3,U_47a76c419ac7,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_17ca7be0bad0,U_7d33d23a24a2,Pflichtkurs
INPROGRESS,A_0b361d103c33,CRS_e98f26efa907,U_a235c9a978bd,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_1ffb54315b87,U_47a7fb8025a0,Pflichtkurs
INPROGRESS,A_0df93d06b03c,CRS_370895a4318a,U_f6f88e238d1d,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_e21323f72bdb,U_e4a202d476ea,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_63250ec506e9,U_5d3ce52a78d8,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_eea6d04e69f4,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_b1be778f6307,U_d90748ef838f,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_85d25593b35a,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_3b5fc1a96bc3,U_f6f88e238d1d,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_bfc01ddff9ec,U_4410fed13dcc,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_7940bb0f9a54,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_2259fa30dc9e,U_47a76c419ac7,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_5936af7ce584,U_9db2101439c2,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_eea6d04e69f4,U_7d33d23a24a2,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8ffb9cfcaf84,U_2ac51a259462,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_651b7ad976bc,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_2f4e8cf04e49,U_c0f130b6f382,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_e72fc2ead858,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_7fdac0dfcb14,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8ffb9cfcaf84,U_85d25593b35a,Pflichtkurs
COMPLETED,A_3603c21f52b2,CRS_f1fd57be61d1,U_2e6869f588ad,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_b9aa8611bff3,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_b9aa8611bff3,U_385140ee0dae,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_eea6d04e69f4,U_4a1a95cc2283,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_af9f2482c19d,U_f9ff79e7d390,Pflichtkurs
FINISHEDWATCHING,A_b1c8630a18b4,CRS_e31c7e09ae1a,U_56ad958a5226,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_d90748ef838f,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_c2ed3ea0c278,U_5d3ce52a78d8,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_58cbe806d6fe,U_f6f88e238d1d,Pflichtkurs
COMPLETED,A_46bfe1bb3416,CRS_1ffb54315b87,U_d6149f248109,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_2259fa30dc9e,U_9db2101439c2,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_d90748ef838f,Pflichtkurs
INPROGRESS,A_60147686b0d7,CRS_4d9b0a7e3d36,U_c14105e8a962,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_b1be778f6307,U_7d33d23a24a2,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_bfc01ddff9ec,U_9f9795e688b7,Pflichtkurs
COMPLETED,A_c5f246b22cbc,CRS_596bc72855fe,U_11462076d790,Pflichtkurs
FINISHEDWATCHING,A_0df93d06b03c,CRS_7c5e69f2ba22,U_f6f88e238d1d,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_94458ced50fa,U_a02d2e9c5ac9,Pflichtkurs
COMPLETED,A_dcc5dff9767f,CRS_c7f483962af2,U_58d993ce9077,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_ad060cdc167b,U_2ac51a259462,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_bfc01ddff9ec,U_6ae6dbd37cb3,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_e31c7e09ae1a,U_f0e5cc6e64bb,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_3ed96c3b2e12,U_4410fed13dcc,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_ad060cdc167b,U_4a1a95cc2283,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_4460e2d42163,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_7d33d23a24a2,Pflichtkurs
COMPLETED,A_60147686b0d7,CRS_49d3f89607a6,U_c14105e8a962,Pflichtkurs
INPROGRESS,A_75b3ab23a250,CRS_f1fd57be61d1,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_ed788addbb76,U_f9ff79e7d390,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_d8d004a9b135,U_7d33d23a24a2,Pflichtkurs
COMPLETED,A_032696180062,CRS_e4bd879d6a80,U_58d993ce9077,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_2ac51a259462,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_94458ced50fa,U_85d25593b35a,Pflichtkurs
COMPLETED,A_51e99bab5f9b,CRS_195c9a1c1976,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_0d7af4f2a841,U_f6f88e238d1d,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_34a2beae085e,U_7d33d23a24a2,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_7beb2267a410,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_3c9a8081466c,U_5d3ce52a78d8,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_4460e2d42163,Pflichtkurs
COMPLETED,A_d3f405486832,CRS_195c9a1c1976,U_5b01aacccca6,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_2b1d70c43b6c,U_f6f88e238d1d,Pflichtkurs
COMPLETED,A_cfe20bde6665,CRS_786d9f03b585,U_9db2101439c2,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8572cf0c6d10,U_4460e2d42163,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_2ac51a259462,Pflichtkurs
COMPLETED,A_6db5cf28b90a,CRS_197a3fdef023,U_7b40810ccb7f,Pflichtkurs
COMPLETED,A_a18deab0a392,CRS_0031322878c5,U_dcc5ea0f3057,Pflichtkurs
COMPLETED,A_c5f246b22cbc,CRS_24fe1d1fa246,U_11462076d790,Pflichtkurs
INPROGRESS,A_ca935a47dac8,CRS_85989a979ba3,U_e4a202d476ea,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_4ff86a1cae13,U_f0d045fae315,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_e31c7e09ae1a,U_56ad958a5226,Pflichtkurs
COMPLETED,A_56fe592b23a6,CRS_bc5dfb06905d,U_932b93809f13,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_2f4e8cf04e49,U_8fc9099e40b0,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_94458ced50fa,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_744c4ff43da1,U_fb3ea78c6215,Pflichtkurs
INPROGRESS,A_f1885a95618d,CRS_11eeeef40fe5,U_1718eaf4ef76,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_d8d004a9b135,U_2ac51a259462,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_e72fc2ead858,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_579e93966a07,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_24ccb181b756,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_381bfaa01001,U_4410fed13dcc,Pflichtkurs
COMPLETED,A_ab41bddcca76,CRS_98864d7d6bd3,U_1bbcc8e956cd,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_34a2beae085e,U_d90748ef838f,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_0031322878c5,U_4a1a95cc2283,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8ffb9cfcaf84,U_7d33d23a24a2,Pflichtkurs
COMPLETED,A_d3f405486832,CRS_195c9a1c1976,U_11462076d790,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_4d9b0a7e3d36,U_e69236a9fa7d,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_89290ef73651,U_f0d045fae315,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_36f1cdb5e62c,U_47a76c419ac7,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_970386177638,U_bcb4fcb0925e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8ffb9cfcaf84,U_4460e2d42163,Pflichtkurs
COMPLETED,A_6db5cf28b90a,CRS_63250ec506e9,U_7b40810ccb7f,Pflichtkurs
COMPLETED,A_a0032dfcc28e,CRS_786d9f03b585,U_5f7045f3c49f,Pflichtkurs
COMPLETED,A_18155cf15932,CRS_a2414d3f69ba,U_8fc9099e40b0,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_36f1cdb5e62c,U_e4a202d476ea,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_ad060cdc167b,U_643d39bd2261,Pflichtkurs
INPROGRESS,A_60147686b0d7,CRS_26c4b8b9d6ce,U_c14105e8a962,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_b1be778f6307,U_7beb2267a410,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8572cf0c6d10,U_643d39bd2261,Pflichtkurs
COMPLETED,A_ca935a47dac8,CRS_e21323f72bdb,U_47a76c419ac7,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_ed788addbb76,U_f0d045fae315,Pflichtkurs
COMPLETED,A_d3f405486832,CRS_5936af7ce584,U_5b01aacccca6,Pflichtkurs
COMPLETED,A_caf7c566237f,CRS_42e1e1024619,U_b3efa89d7adf,Pflichtkurs
COMPLETED,A_6db5cf28b90a,CRS_33363cc514d0,U_7b40810ccb7f,Pflichtkurs
COMPLETED,A_5fe5cb7e33c6,CRS_b9aa8611bff3,U_5f7045f3c49f,Pflichtkurs
INPROGRESS,A_faf276c87103,CRS_dfe2eaa320f2,U_caa3f694386c,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_a452f24e3af9,U_4460e2d42163,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_17ca7be0bad0,U_2ac51a259462,Pflichtkurs
COMPLETED,A_926cafb65e7f,CRS_e4bd879d6a80,U_8102623d13b0,Pflichtkurs
COMPLETED,A_7c0fb042ac70,CRS_e22f9c7808d8,U_dcc5ea0f3057,Pflichtkurs
COMPLETED,A_926cafb65e7f,CRS_0e8d02cc5c4b,U_8102623d13b0,Pflichtkurs
INPROGRESS,A_0b361d103c33,CRS_ac2ea592602c,U_e282f0948c33,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_b1be778f6307,U_4a1a95cc2283,Pflichtkurs
COMPLETED,A_f8a05eb2ae2b,CRS_3f6be8ada418,U_c0e1c5e0d5ed,Pflichtkurs
COMPLETED,A_75b3ab23a250,CRS_afba017f50a9,U_fb3ea78c6215,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_786d9f03b585,U_47a7fb8025a0,Pflichtkurs
COMPLETED,A_6d78a62fd950,CRS_245b87c4365f,U_db93e44e952a,Pflichtkurs
COMPLETED,A_b1c8630a18b4,CRS_3ed96c3b2e12,U_7ced767d6775,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_933bbf06a4ce,U_f0d045fae315,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_579e93966a07,U_bcb4fcb0925e,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_195c9a1c1976,U_7d33d23a24a2,Pflichtkurs
COMPLETED,A_6742df5ed3d1,CRS_e4af1363c54a,U_77619336b21c,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_7c5e69f2ba22,U_f6f88e238d1d,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_3a58a38a0b7e,U_d90748ef838f,Pflichtkurs
NOTSTARTED,A_e84d95a9d82b,CRS_8ffb9cfcaf84,U_d90748ef838f,Pflichtkurs
COMPLETED,A_0df93d06b03c,CRS_370895a4318a,U_f6f88e238d1d,Pflichtkurs
INPROGRESS,A_ab41bddcca76,CRS_ccf57fcb7070,U_1bbcc8e956cd,Pflichtkurs
COMPLETED,A_f0d1cbc15adf,CRS_f58ac7fed739,U_26c6ce2f6b52,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_af9f2482c19d,U_7deb38c2d3cb,Pflichtkurs
NOTSTARTED,A_5fbfe8a68497,CRS_94458ced50fa,U_643d39bd2261,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_516f1b662ff6,U_9f7b4e3037d2,Pflichtkurs
COMPLETED,A_3e5083de7934,CRS_5936af7ce584,U_c0f130b6f382,Pflichtkurs
COMPLETED,A_60147686b0d7,CRS_98864d7d6bd3,U_c14105e8a962,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_7f9c8c78c6c6,U_f0d045fae315,Pflichtkurs
