course_id1,course_name,course_duration_in_min,course_description,course_status,course_rbp,course_cne_available,course_cme_available
CRS_70a5795da6de,Lernen in der Praxis mithilfe von Lernmodellen unterstützen,60.0,In diesem Kurs lernen Sie unterschiedliche Lerntheorien- und Lernmodelle am Beispiel der Praxisanleitung kennen.,RELEASED,1,false,false
CRS_002d36739fc2,Notfallsituationen in der außerklinischen Intensivpflege,60.0,"In diesem Kurs lernen Sie, wie Sie als Pflegefachperson kritische Situationen schnell erkennen sowie gezielte und angemessene Maßnahmen einleiten.",RELEASED,1,false,false
CRS_520ef2985b19,Compliance - Kurs Rechtliche Absicherung pflegerischen Handelns,60.0,Dieser Kurs vermittelt Pflegepersonen einige grundlegende Rechtskenntnisse.,RELEASED,1,false,false
CRS_64b537f16068,Professionelles Selbstverständnis in der Pflege,60.0,In diesem Kurs lernen Sie das professionelle Selbstverständnis der Pflege aus verschiedenen Perspektiven kennen.,RELEASED,1,true,false
CRS_baabc8c5b798,Evidenzbasierte Pflege - Expertenstandards und Leitlinien in der Pflege,45.0,"In diesem Kurs lernen Sie, wie pflegewissenschaftliche Erkenntnisse ihren Weg in den pflegerischen Arbeitsalltag finden.",ARCHIVED,1,false,false
CRS_a02c9ac0609e,Brandschutz (Leichte Sprache),45.0,"In diesem Kurs lernen Sie in verständlicher Sprache, wie Brandschutz funktioniert.",RELEASED,1,false,false
CRS_4c582551bbc8,Hilfsmittel- und Pflegehilfsmittelversorgung,15.0,"Um die Kompetenzen von Pflegefachpersonen zu erhöhen, dürfen Pflegefachpersonen Hilfsmittel und Pflegehilfsmittel im Sinne der Pflegebedürftigen empfehlen. ",RELEASED,null,false,false
CRS_baa275f18424,Krankheitslehre Pädiatrie - Chronisches Darmversagen im Kindesalter,15.0,"In diesem Kurs lernen Sie, welche Erkrankungen oder angeborenen Organdefekte zu einem chronischen Darmversagen führen können.",RELEASED,null,false,false
CRS_5320556d9d73,Evidenzbasierte Pflege – Evidence Based Nursing – Grundlagen,60.0,"In diesem Kurs lernen Sie das EBN-Konzept kennen und erfahren, wie Sie erfolgreich wissenschaftlich fundiertes Wissen im Praxisalltag anwenden können.",RELEASED,1,false,false
CRS_db4bbe30e788,Dysphagie,60.0,Dieser Kurs richtet sich an Pflegefachpersonen bei der Unterstützung von Personen mit Dysphagie.,RELEASED,1,true,false
CRS_b0996b9dfe50,"Pro on the Go - Pflege von Personen, die eine Dialyse erhalten",15.0,"Der Kurs erklärt, was Sie bei der Pflege von Personen, die eine Dialyse erhalten, beachten müssen.",RELEASED,null,true,false
CRS_16c61200a487,Hilfsmittel- und Pflegehilfsmittel-Indikationen,30.0," Der Kurs soll Pflegefachpersonen dazu befähigen, die richtigen Hilfsmittel und Pflegehilfsmittel zu empfehlen.",RELEASED,2,false,false
CRS_3670f6305a1f,LSBTIQ+ sensible Gesundheitsförderung,60.0,"Dieser Kurs soll Wissen zum Thema LSBTIQ+ vermitteln und zeigen, wie ein wertschätzender und sensibler Umgang mit LSBTIQ+ Menschen aussehen kann.",RELEASED,1,false,false
CRS_f28a62557849,Parenterale Ernährung in der Pädiatrie,60.0,"In diesem Kurs lernen Sie die verschiedenen Einsatzmöglichkeiten und den sicheren Umgang mit parenteraler Ernährung kennen.
",RELEASED,1,false,false
CRS_277c85e8067e,Pro on the Go - Blockierten Atemweg befreien,15.0,"Der Kurs vermittelt, wie Sie einen blockierten Atemweg bei wachen erwachsenen Personen mittels des Heimlich-Manövers befreien können.",RELEASED,null,true,false
CRS_7cbe4bec8b4e,Pro on the Go - Schmerzbeurteilung,15.0,"Das Ziel des Kurses ist es, dass Sie Schmerzen bei voll orientierten Menschen und bei Menschen mit kognitiven Beeinträchtigungen beurteilen können.",RELEASED,null,true,false
CRS_3a994785e041,Chronische Erkrankungen: COPD - Grundlagen,60.0,In diesem Kurs erhalten Sie einen Überblick über chronisch obstruktive Lungenerkrankungen (COPD).,ARCHIVED,1,false,false
CRS_c8e63ddc0c35,Palliative Versorgung - Einführung,45.0,Dieser Kurs gibt Ihnen einen Überblick über die Prinzipien und Formen der palliativen Versorgung in Deutschland. ,ARCHIVED,1,false,false
CRS_45b12c787d29,Chronische Erkrankungen: Herzinsuffizienz - Grundlagen,45.0,"Die Funktionsweise des gesunden Herzens, Ursachen und Symptome der Herzinsuffizienz und moderne Therapiekonzepte werden in diesem Kurs thematisiert.",ARCHIVED,1,false,false
CRS_9d6132394779,Chronische Erkrankungen: Diabetes - Grundlagen,60.0,In diesem Kurs lernen Sie die Grundlagen der Behandlung des Diabetes mellitus kennen.,ARCHIVED,1,false,false
CRS_38ef49ad842d,Pro on the Go - Applikation von transdermalen Pflastern,15.0,"Der Kurs erklärt, wie die Applikation von transdermalen Pflastern vorbereitet, durchgeführt und nachbereitet wird.",RELEASED,null,true,false
CRS_eea6d04e69f4,Pro on the Go - Blutzuckermessung,15.0,"Das Ziel des Kurses ist es, zu vermitteln, wie Blutzuckermessungen mit einem Blutzuckermessgerät vorbereitet, durchgeführt und nachbereitet werden.",RELEASED,null,true,false
CRS_2580ee773ee6,Zentralvenöse Katheter - außerklinisch,45.0,Dieser Kurs richtet sich an Pflegefachkräfte im außerklinischen Intensivbereich.,ARCHIVED,1,false,false
CRS_b9aa8611bff3,Arbeiten im Team,45.0,In diesem Kurs lernen Sie die wichtigsten Grundlagen für eine gute und lösungsorientierte Teamarbeit kennen.,RELEASED,1,true,false
CRS_8572cf0c6d10,Pro on the Go - Insulininjektion,15.0,"Das Ziel des Kurses ist es, zu vermitteln, wie Insulininjektionen vorbereitet, durchgeführt und nachbereitet werden.",RELEASED,null,true,false
CRS_9f65f02faa64,Pro on the Go - Subkutane Injektionen,15.0,"Das Ziel des Kurses ist es, zu vermitteln, wie subkutane Injektionen vorbereitet, durchgeführt und nachbereitet werden.",RELEASED,null,true,false
CRS_25d9ecf9c8c1,Reflektieren und Handeln - Kulturelle Kompetenz für Gesundheitsberufe,45.0,"Dieser Kurs hilft Ihnen, Kultur aus mehreren Blickwinkeln zu sehen und so kulturelle Herausforderungen besser zu verstehen, zu lösen oder zu verhindern.",RELEASED,1,false,false
CRS_a452f24e3af9,Fachwissen für Pflegehilfspersonen - Beziehungsgestaltung bei Demenz,60.0,"In diesem Kurs erfahren Pflegehilfspersonen mehr darüber, wie sie den Bedürfnissen von Menschen mit Demenz entgegenkommen können.",RELEASED,1,false,false
CRS_74d38079e7c4,Informationssicherheit in Pflegeeinrichtungen,45.0,"Das Ziel dieses Kurses ist zu vermitteln, wie Sie eine sichere Informationsverarbeitung gewährleisten und Informationstechnik sicher nutzen.",RELEASED,1,false,false
CRS_385f02c65740,Resilienz - Das Immunsystem der Seele,45.0,"In diesem Kurs lernen Sie unter anderem am Beispiel von zwei Personen Möglichkeiten kennen, wie Sie Ihre eigene Resilienz fördern können.",RELEASED,1,true,false
CRS_be48e6407689,Beatmung von Kindern - Grundlagen,45.0,"In diesem Kurs lernen Sie die Grundlagen der Beatmung von Kindern kennen, um so Ihr theoretisches Wissen aufzufrischen.",RELEASED,1,false,false
CRS_03330dac5f72,Corona-Schnelltest,30.0,"In diesem Kurs lernen Sie, was Sie beim Einsatz von Corona- Schnelltests und einem Abstrich aus den Atemwegen beachten müssen.",ARCHIVED,1,false,false
CRS_e30cc690839b,Grundpflege - Mundpflege,45.0,"Eine gute Mundhygiene ermöglicht es uns zu essen, zu trinken und zu sprechen. In diesem Kurs lernen Sie die orale Mundhygiene zu unterstützen.",RELEASED,1,false,false
CRS_245b87c4365f,Drogenkonsum & Suchtverhalten,45.0,Dieser Kurs beschäftigt sich mit dem Konsum und dem Verhalten beim Konsum illegaler Drogen und dem Medikamentenmissbrauch. ,RELEASED,1,true,false
CRS_d263a644d79d,Internationale Fachpersonen erfolgreich integrieren - Sprachförderinstrumente,45.0,Dieser Kurs vermittelt Methoden und Techniken der Sprachförderung am Arbeitsplatz und gibt Einblicke in den Gebrauch und Erwerb von Sprache bei Erwachsenen.  ,RELEASED,1,false,false
CRS_e4af1363c54a,Sepsis erkennen und richtig handeln,30.0,"Ziel des Kurses ist es, erste Anzeichen einer Sepsis richtig zu erkennen und gezielt zu handeln.",RELEASED,1,true,false
CRS_e36d334dbff2,Grundpflege - Ankleiden,45.0,"In diesem Kurs lernen Sie Regeln, die Sie beim An- und Auskleiden von pflegebedürftigen Menschen einhalten müssen.",RELEASED,1,false,false
CRS_a2414d3f69ba,Grundpflege - Körperwaschung,45.0,"Die Körperpflege ist sehr umfassend. Dieser Kurs legt den Schwerpunkt auf die Körperwaschung.
",RELEASED,1,false,false
CRS_e21323f72bdb,Arbeits-Schutz (Leichte Sprache),45.0,"In diesem Kurs lernen Sie in verständlicher Sprache, was Arbeitsschutz ist. Das heißt: Welche Regeln es für sicheres Arbeiten gibt.",RELEASED,1,false,false
CRS_3c884735a569,Prävention von Pneumonien bei beatmeten Menschen - nach den Empfehlungen der KRINKO,30.0,"Der Kurs vermittelt, wie mithilfe der von der KRINKO empfohlenen Maßnahmen das Risiko einer beatmungsassoziierten Pneumonie reduziert werden kann.",RELEASED,1,true,false
CRS_56f9e6b63162,Allgemeines Gleichbehandlungsgesetz,45.0,In diesem Kurs lernen Sie Beispiele für Diskriminierungen und die Anwendungsbereiche des Allgemeinen Gleichbehandlungsgesetzes (AGG) kennen.,ARCHIVED,1,false,false
CRS_b5609cd26538,Expertenstandard Förderung der Mundgesundheit,60.0,"In diesem Kurs lernen Sie, wie Mundpflege gemäß dem Expertenstandard systematisch geplant, durchgeführt und evaluiert werden kann.",ARCHIVED,1,false,false
CRS_652aa421f677,Hygiene in der ambulanten Pflege,45.0,"Dieser Kurs richtet sich an Personal in ambulanten Pflegeeinrichtungen, und zeigt, wie im Berufsalltag die Ausbreitung von Infektionen verhindert werden kann. ",ARCHIVED,1,false,false
CRS_d9d682aa45cc,Führen von Fahrzeugen,45.0,"Sie lernen, wie Sie sich sicher im Straßenverkehr verhalten und was Sie im Umgang mit Ihrem Fahrzeug und bei der Beförderung von Personen beachten müssen.",ARCHIVED,1,false,false
CRS_de11620df10d,Expertenstandard Demenz in der stationären Pflege,60.0,"In diesem Kurs lernen Sie, was Sie tun können, damit Bewohnende mit Demenz sich gehört, verstanden und angenommen sowie mit anderen Menschen verbunden fühlen.",ARCHIVED,1,true,false
CRS_8cb105fd921a,MRE und andere relevante Erreger in der stationären Pflege,60.0,"Lernen Sie, wie Sie eine Ausbreitung von MRE und anderen relevanten Erregern mit Hygiene- und Isolierungsmaßnahmen in Pflegeeinrichtungen verhindern können.",ARCHIVED,1,false,false
CRS_c7dbfe436d94,Expertenstandard Harnkontinenz in der ambulanten Pflege,60.0,Dieser Kurs ist für ambulante Pflegeeinrichtungen geeignet und richtet sich an Pflegende mit Qualifikationen unterschiedlicher Art.,ARCHIVED,1,false,false
CRS_7ee30f95acb9,Belehrung gemäß § 42 und § 43 IfSG und HACCP,45.0,Dieser Kurs lehrt die gesetzlichen Vorgaben nach § 42 und 43 IfSG im Umgang mit Lebensmitteln und die Grundsätze nach dem HACCP-Konzept.,ARCHIVED,1,false,false
CRS_d8ec8dc93c0c,Expertenstandard Ernährungsmanagement in der ambulanten Pflege,45.0,Dieser Kurs ist für ambulante Pflegeeinrichtungen geeignet und richtet sich an Pflegende mit Qualifikationen unterschiedlicher Art.,ARCHIVED,1,true,false
CRS_8cfdab173140,MRE und andere relevante Erreger in der ambulanten Pflege,45.0,"Sie lernen, was multiresistente Erreger sind, in welcher Form sie häufig in der ambulanten Pflege vorkommen und welche Folgen sie für Betroffene haben können.",ARCHIVED,1,false,false
CRS_59021ae58450,Expertenstandard Entlassungsmanagement in der ambulanten Pflege,30.0,"Dieser Kurs lehrt anhand des Expertenstandards, wie ein umfassendes Entlassungsmanagement eine weiterführende pflegerische Versorgung sicherstellen kann.",ARCHIVED,1,true,false
CRS_dbb5d040c8b6,Brandschutz in der stationären Pflege,45.0," In diesem Kurs lernen Sie, wie Sie Brandgefahren am Arbeitsplatz identifizieren können und wie Sie im Brandfall vorgehen müssen.",ARCHIVED,1,false,false
CRS_f031f59a8b39,Expertenstandard Mobilitätsförderung in der ambulanten Pflege,45.0,Dieser Kurs ist für ambulante Pflegeeinrichtungen geeignet und richtet sich an Pflegende mit Qualifikationen unterschiedlicher Art.,ARCHIVED,1,true,false
CRS_1c022af4577a,Expertenstandard chronische Wunden in der ambulanten Pflege,45.0,Dieser Kurs ist für ambulante Pflegeeinrichtungen geeignet und richtet sich an Pflegende mit Qualifikationen unterschiedlicher Art.,ARCHIVED,1,true,false
CRS_045eef44b84b,Expertenstandard Dekubitusprophylaxe in der ambulanten Pflege,60.0,Dieser Kurs ist für ambulante Pflegeeinrichtungen geeignet und richtet sich an Pflegende mit Qualifikationen unterschiedlicher Art.,ARCHIVED,1,false,false
CRS_99bee496bcf1,Hygiene in der stationären Pflege,60.0,"In dieser Lerneinheit lernen Sie, wie Sie im Berufsalltag die Ausbreitung von Infektionen verhindern können.",ARCHIVED,1,false,false
CRS_5d6415c7970c,Gefahrstoffe in der stationären Pflege,30.0,"Kurs richtet sich an Pflegefachpersonen, die in der stationären Pflege tätig sind und mit Gefahrstoffen arbeiten.",ARCHIVED,null,false,false
CRS_369629aef39a,Expertenstandard Entlassungsmanagement in der stationären Pflege,30.0,"Sie lernen, wie ein umfassendes Entlassungsmanagement eine weiterführende pflegerische Versorgung sicherstellen kann.",ARCHIVED,1,true,false
CRS_8bb0359e0db1,Expertenstandard Ernährungsmanagement in der stationären Pflege,45.0,"In diesem Kurs lernen Sie, wie Sie eine bedürfnisorientierte und bedarfsgerechte orale Ernährung von Menschen mit Pflegebedarf sichern und fördern können. ",ARCHIVED,1,true,false
CRS_d14e9559c07a,Expertenstandard Sturzprophylaxe in der ambulanten Pflege,45.0,"Sie lernen wie Sie als Pflegende Sturzrisiken einschätzen und geeignete Maßnahmen planen und durchführen, um Stürze zu verhindern.",ARCHIVED,1,false,false
CRS_883067d909cf,Brandschutz in der ambulanten Pflege,45.0,"In diesem Kurs lernen Sie, wie Sie einen Brand bekämpfen, um im Fall eines Feuers richtig zu handeln sowie Verletzungen und Schäden zu vermeiden.",ARCHIVED,1,false,false
CRS_77d83fdb652d,Expertenstandard Sturzprophylaxe in der stationären Pflege,45.0,"Sie lernen, Sturzrisiken einzuschätzen und geeignete Maßnahmen zu planen und durchzuführen, um Stürze zu verhindern",ARCHIVED,1,false,false
CRS_de626804ba7c,Expertenstandard Mobilitätsförderung in der stationären Pflege,45.0,"Sie lernen, wie die Mobilität, Teilhabe und Lebensqualität von Bewohner*innen mit Pflegebedarf erhalten und gefördert werden kann.",ARCHIVED,1,true,false
CRS_cc72e02e0ac5,Datenschutz in der ambulanten Pflege,30.0,"Sie lernen, was personenbezogene Daten und Gesundheitsdaten kennzeichnet und welche Grundsätze und Gesetze für deren datenschutzkonforme Verarbeitung gelten.",ARCHIVED,1,false,false
CRS_6a98cdf39233,Expertenstandard Dekubitusprophylaxe in der stationären Pflege,45.0,"Sie lernen, welche Personen ein Risiko haben einen Dekubitus zu bekommen, wie er entsteht und klassifiziert wird.",ARCHIVED,1,true,false
CRS_3993ed705a7e,Freiheitseinschränkende Maßnahmen,60.0,"Sie lernen, welche Maßnahmen freiheitseinschränkend sind und welche gesetzlichen Grundlagen und Verpflichtungen es in Bezug auf dieses Thema gibt.",ARCHIVED,1,false,false
CRS_67b9dce835d4,Sachgerechter Umgang mit Arzneimitteln,75.0,"Ziel dieses Kurses ist es, Wissen über den sachgerechten Umgang mit Arzneimitteln aufzufrischen und zu erweitern.",ARCHIVED,2,false,false
CRS_56fae02d6bda,Gefahrstoffe in der ambulanten Pflege,45.0,Sie erlernen die Anforderungen an Lagerung und Handhabung von Gefahrstoffen sowie sie zu erkennen und das korrekte Verhalten im Gefahrfall. ,ARCHIVED,1,false,false
CRS_bbf9752538d6,CIRS (Critical Incident Reporting System),15.0,In diesem Kurs lernen Sie das Critical Incident Reporting System (CIRS) kennen. ,ARCHIVED,null,false,false
CRS_f0a8a31c6c1e,Arbeitsschutz in der stationären Pflege,45.0,"Sie erfahren, wie Sie sich vor Arbeitsunfällen und anderen Schäden schützen können und was Sie nach einer Nadelstichverletzung beachten müssen.",ARCHIVED,1,false,false
CRS_4e675f23f1b3,Sofortmaßnahmen in Notfallsituationen,45.0,"Dieser Kurs soll Wissen über Maßnahmen der Ersten Hilfe, lebensrettende Sofortmaßnahmen und Reanimation auffrischen.",ARCHIVED,1,false,false
CRS_2ee0f12cc050,Arbeitsschutz in der ambulanten Pflege,45.0,"Lernen Sie, wie Sie sich vor Arbeitsunfällen und Hautschäden schützen können, was bei einer Nadelstichverletzung und im Umgang mit Haustieren zu beachten ist.",ARCHIVED,1,false,false
CRS_fcef43afa9fa,Arbeitsschutz: Gesetzliche Grundlagen,15.0,In dieser Lerneinheit erhalten Sie grundlegendes Wissen zum Arbeitsschutzsystem in Deutschland.,ARCHIVED,null,false,false
CRS_9b43fb4012d7,Datenschutz (Leichte Sprache),30.0,In diesem Kurs lernen Sie in Leichter Sprache wichtige Regeln und Gesetze zum Datenschutz kennen.,RELEASED,null,false,false
CRS_e10a027f7c6d,Prävention von Katheter-assoziierten Harnwegsinfektionen - nach den Empfehlungen der KRINKO,30.0,Dieser Kurs dient der Sensibilisierung für die Prävention von Katheter-assoziierten Harnwegsinfektionen und stützt sich auf die Empfehlungen der KRINKO.,RELEASED,1,true,false
CRS_6147c9098988,Datenschutz in der stationären Pflege,45.0,"Sie lernen, was personenbezogene Daten und Gesundheitsdaten kennzeichnet und welche Grundsätze und Gesetze für deren datenschutzkonforme Verarbeitung gelten.",ARCHIVED,1,false,false
CRS_49c95f99aae1,Medikamentenmanagement in Pflegeeinrichtungen,60.0,"In diesem Kurs lernen Sie, wie Sie mit Arzneimittel sicher umgehen und was Sie bei der Verabreichung von Medikamenten beachten müssen. ",ARCHIVED,1,false,false
CRS_579e93966a07,Prävention von Gewalt und sexualisierter Gewalt im Gesundheitswesen,45.0,Dieser Kurs gibt einen Einstieg in das Thema Gewalt und sexualisierte Gewalt im Gesundheitswesen.,RELEASED,1,false,false
CRS_744c4ff43da1,Körperliche und psychische Erschöpfung im Pflegealltag,45.0,"Kursziel ist es, eine psychische Erschöpfung zu erkennen, ihr entgegenzuwirken sowie die Risiken einer langanhaltenden Überlastung zu verstehen.",RELEASED,1,true,false
CRS_c2ed3ea0c278,Menschen sicher bewegen - Grundprinzipien,45.0,"Ziel des Kurses ist es, die Grundprinzipien für sichere und aktivierende Transfers von Menschen zu vermitteln.",RELEASED,1,true,false
CRS_31c48e8a6fbd,Expertenstandard Förderung der Harnkontinenz in der stationären Pflege,45.0,"Dieser Expertenstandard-Kurs lehrt, wie Sie die Harnkontinenz bei Bewohnenden erhalten/fördern und Harninkontinenz reduzieren können.",ARCHIVED,1,false,false
CRS_4a18e14dcaea,Datenschutz: Rechtliche Grundlagen,30.0,"Sie lernen, was personenbezogene Daten und Gesundheitsdaten kennzeichnet und welche Grundsätze und Gesetze für deren datenschutzkonforme Verarbeitung gelten.",ARCHIVED,1,false,false
CRS_684c8147ab7b,Lebensmittelhygiene in der ambulanten Pflege,60.0,"In diesem Kurs lernen Sie, was lebensmittelbedingte Erkrankungen verursacht und wie sie vermieden werden können. ",ARCHIVED,1,false,false
CRS_94c953a12c86,Hygiene: Infektionskette und Übertragungsarten,30.0,"Sie erhalten Wissen zu den Übertragungswegen von Infektionen und lernen, wie Sie im Berufsalltag die Ausbreitung von Infektionen verhindern können.",ARCHIVED,null,false,false
CRS_d574e04f292e,Lebensmittelhygiene in der stationären Pflege,45.0," In diesem Kurs lernen Sie, was lebensmittelbedingte Erkrankungen verursacht und wie sie vermieden werden können.",RELEASED,1,false,false
CRS_72c891a738b0,Expertenstandard chronische Wunden in der stationären Pflege,45.0,Der Kurs bietet die Aufbereitung der Inhalte des Expertenstandards „Pflege von Menschen mit chronischen Wunden“.,ARCHIVED,1,true,false
CRS_31c7b1de3f81,Infektionsprävention in der ambulanten und stationären Pflege - nach den Empfehlungen der KRINKO,30.0,Dieser Kurs stützt sich auf Empfehlung der KRINKO und dient der Sensibilisierung für das Thema Infektionsprävention in außerklinischen Einrichtungen. ,RELEASED,1,true,false
CRS_a50aa6820721,Datenschutz für katholische Pflege- und Betreuungseinrichtungen - kurz wiederholt,15.0,Frischen Sie Ihr Wissen zum Datenschutz in katholischen Pflegeeinrichtungen auf und handeln Sie sicher im Umgang mit sensiblen Daten.,PLANNED,null,false,false
CRS_a78238757602,Expertenstandard Entlassungsmanagement - Kinder und Jugendliche in der außerklinischen Pflege,30.0,"Pflegefachpersonen lernen, Versorgungsübergänge von Kindern und Jugendlichen außerklinisch zu gestalten, Risiken einzuschätzen und Maßnahmen zu planen.",PLANNED,null,false,false
CRS_1d00e6a519a7,Verdächtige Aktivitäten - Informationssicherheit im Arbeitsalltag,15.0,"Ziel des Kurses ist, die Häufigkeit von Datenpannen, die durch unvorsichtiges Verhalten verursacht werden, reduzieren.",RELEASED,null,false,false
CRS_1985f521fc02,Grundpflege - Mundpflege,30.0,"Eine gute Mundhygiene ermöglicht es uns zu essen, zu trinken und zu sprechen. In diesem Kurs lernen Sie die orale Mundhygiene zu unterstützen.",PLANNED,null,false,false
CRS_c3fecab80811,Datenschutz für katholische Pflege- und Betreuungseinrichtungen,30.0,"Für Mitarbeitende in katholischen Pflege- und Betreuungseinrichtungen, die Datenschutz in ihrem Arbeitsalltag sicher anwenden möchten.",RELEASED,null,false,false
CRS_1621c19c4343,Datenschutz für evangelische Krankenhäuser - kurz wiederholt,15.0,"Dieser Kurs richtet sich an Mitarbeitende im Krankenhaus, die bereits ausführliche Schulungen zum evangelischen Datenschutz im Krankenhaus erhalten haben.",RELEASED,null,false,false
CRS_68d717c5be6d,Qualitätsmanagement - CIRS (Critical Incident Reporting System),30.0,Dieser Kurs erläutert Ihnen das CIRS-Verfahren.,RELEASED,null,false,false
CRS_8048082063aa,Quereinstieg in die Eingliederungshilfe,30.0,"Der Kurs vermittelt Quereinsteiger*innen in der Eingliederungshilfe grundlegendes Wissen, um Menschen mit Behinderung selbstbestimmungsorientiert zu begleiten.",RELEASED,null,false,false
CRS_b0507c0c2d2a,Hygiene bei Behandlungsmaßnahmen in Arztpraxen und MVZ,15.0,Der Kurs vermittelt praxisnah Hygienemaßnahmen und -risiken bei Behandlungsmaßnahmen.,RELEASED,null,false,false
CRS_bc5dfb06905d,Grundpflege - An- und Auskleiden,30.0,"In diesem Kurs lernen Sie Regeln, die Sie beim An- und Auskleiden von pflegebedürftigen Menschen einhalten müssen.",RELEASED,null,false,false
CRS_6312a1fdb967,Gefahrstoffe in der ambulanten Pflege - kurz wiederholt,15.0,Auffrischungskurs für Mitarbeitende der ambulanten Pflege zum sicheren Umgang mit Gefahrstoffen. In kurzer Zeit werden Risiken und Schutzmaßnahmen vermittelt.,RELEASED,null,false,false
CRS_b29a7868c7fc,Refresher Wundmanagement - Curriculum 1,600.0,Dieser Kurs stellt 10 Stunden an Fortbildungsinhalten zur Wundversorgung zur Verfügung.,RELEASED,null,false,false
CRS_cd936595433c,Sepsis: Diagnostik und Therapie für ärztliches Personal in Krankenhäusern,45.0,Der Kurs unterstützt ärztliches Personal im Krankenhaus bei der diagnostischen und therapeutischen Entscheidungsfindung bei Sepsis und Sepsisverdacht.,RELEASED,1,false,false
CRS_d6499f33d898,Pflichten der Leitungskräfte nach § 14 Mutterschutzgesetz,30.0,Leitungskräfte erhalten konkrete Handlungshinweise zur rechtskonformen Umsetzung der Vorgaben des Mutterschutzgesetzes. ,RELEASED,null,false,false
CRS_1ce55e2b1915,Gefahrstoffe und Umweltschutz für Pflegende und Funktionsdienst im Krankenhaus - kurz wiederholt,15.0,"Dieser Kurs ergänzt die jährliche Schulung zu Gefahrstoffen, ersetzt jedoch keine arbeitsplatzbezogene Unterweisung nach ArbSchG und GefStoffV.",RELEASED,null,false,false
CRS_f9a829f401b2,Datenschutz für evangelische Pflege- und Betreuungseinrichtungen,30.0,"Datenschutz sicher anwenden: Für Mitarbeitende in evangelischen Pflegeeinrichtungen, mit allen Neuerungen zum DSG-EKD 2025.",RELEASED,null,false,false
CRS_bddf8b18f6c0,"Perspektiven: Wie ist es, wenn ich bevormundet werde?",0.0,Mitarbeitende aus allen Bereichen des Gesundheits- und Sozialwesens für Bevormundungserfahrungen von Menschen mit Behinderung sensibilisieren. ,RELEASED,null,false,false
CRS_a941ec0f9ea8,Prävention von Infektionen durch ZVK bei Kindern und Jugendlichen im Krankenhaus - KRINKO,30.0,"Wissen zu Risikofaktoren, typischen Warnzeichen und Maßnahmenbündeln der Infektionsprävention bei zentralen Gefäßkathetern. ",RELEASED,null,true,false
CRS_a37aa3275791,Lebensmittelhygiene - kurz wiederholt,15.0,"In diesem Kurs wird kurz und knapp erklärt, welche Ursachen lebensmittelbedingte Erkrankungen haben und wie man ihnen vorbeugen kann.",RELEASED,null,false,false
CRS_babe03ab7b79,Diabetische Fußulzera - Behandlung von Infektionen,15.0,Die Gründe und Optionen für das Debridement und andere Optionen für die Wundbehandlung kennen.,RELEASED,null,false,false
CRS_d0b4e2332d2c,Grundlagen der Wundheilung,45.0,"Ziel dieses Kurses ist es, Wissen zu den Grundlagen der Wundheilung zu vermitteln.",RELEASED,null,false,false
CRS_538434bb727d,Wundabstrich,15.0,Dieser Kurs zeigt Schritt für Schritt das Verfahren und die Überlegungen im Zusammenhang mit der Entnahme einer Wundkultur.,RELEASED,null,false,false
CRS_a7af88142b7d,Reinigung und Beobachtung einer aseptischen Wunde - Ein Überblick,15.0,Die Vorgehensweise und wichtige Aspekte bei der Reinigung und Beobachtung einer Wunde.,RELEASED,null,false,false
CRS_d146176891bd,Diabetische Fußulzera - Infektionen,15.0,Die Klassifizierung und empfohlene Behandlung von infizierten diabetischen Fußulzera und Osteomyelitis.,RELEASED,null,false,false
CRS_2add63a6200e,"Entlastung des diabetischen Fußes, Teil 2",15.0,Die Indikationen und Kontraindikationen der weitere Entlastungsoptionen für diabetisches Fußulzera,RELEASED,null,false,false
CRS_bc5d27f7600e,"Ulcus cruris venosum - Ursachen, Wundeinschätzung und Therapiemöglichkeiten",30.0,"Das Ziel dieses Kurses ist es, Fachpflegende in der Akutnachsorge in der Behandlung von Ulcus cruris venosum zu schulen.",RELEASED,null,false,false
CRS_768675454ec7,"Entlastung des diabetischen Fußes, Teil 1",15.0,"Gründe, Indikationen und Kontraindikationen für Entlastungsoptionen für diabetisches Fußulzera kennen",RELEASED,null,false,false
CRS_a83c8a46fcdb,Assessment von Dekubitalulzera an den Schleimhäuten,15.0,Dieser Kurs vermittelt klinische Verfahren und Überlegungen im Zusammenhang mit der Beurteilung und Dokumentation von Dekubitus der Schleimhaut.,RELEASED,null,false,false
CRS_d345574daec2,Überblick über das Ulcus cruris arteriosum,45.0,Dieser Kurs vermittelt Fachpflegenden Informationen zur Versorgung des Ulcus cruris arteriosum. ,RELEASED,null,false,false
CRS_65d0736885de,Nicht klassifizierbare Dekubitus beurteilen - Ein Überblick,15.0,Klinisches Verfahren und Überlegungen zur Beurteilung von nicht klassifizierbarem Dekubitus.,RELEASED,null,false,false
CRS_0d41de3cd03b,Diabetische Fußulzera - Übersicht,15.0,"Die Auswirkungen von Diabetes auf die Wundheilung, sowie Die Risikofaktoren und Klassifizierungssysteme für diabetische Fußulzera.",RELEASED,null,false,false
CRS_2a3672988fbf,Diabetische Fußulzera - Klinische Merkmale,15.0,Die Risikofaktoren und Klassifizierungssysteme für diabetische Fußulzera sowie die Auswirkungen von Diabetes auf die Wundheilung.,RELEASED,null,false,false
