exam_userId,examId,exam_assignmentId,resultPercentage,correctAnswers,questionsCount,hasPassed,exam_date
U_4612c431b4cc,EX_ac81fdf6c43a,A_c5f246b22cbc,90,9,10,true,2026-06-30 14:39:29.315868
U_6ae6dbd37cb3,EX_4ff8d6739dc2,A_88aa090ca44b,20,2,10,true,2026-06-30 14:37:37.630822
U_53fb5daf5fcd,EX_89df4dcff459,A_43bc830a2b9e,90,9,10,true,2026-06-30 14:30:32.316736
U_85f3ee867ee7,EX_cb65670d57a9,A_48c262c6163b,100,1,1,true,2026-06-30 14:22:06.413093
U_aff260523c44,EX_d82981db0f93,A_88aa090ca44b,90,9,10,true,2026-06-30 14:21:02.201664
U_aff260523c44,EX_b1e234c2a84a,A_88aa090ca44b,90,9,10,true,2026-06-30 14:14:49.536242
U_85f3ee867ee7,EX_82af9f14c11a,A_8f7bcd197476,100,1,1,true,2026-06-30 14:12:35.030523
U_aff260523c44,EX_c6ee3c8b46b2,A_88aa090ca44b,80,8,10,true,2026-06-30 14:08:55.821584
U_53fb5daf5fcd,EX_01c117f6ec57,A_43bc830a2b9e,90,9,10,true,2026-06-30 14:08:10.371281
U_85f3ee867ee7,EX_2faa34bf0854,A_5fe5cb7e33c6,80,4,5,true,2026-06-30 14:01:56.58811
U_576873343cc9,EX_286d0c32d307,A_ffa601365d6b,90,9,10,true,2026-06-30 14:00:26.313718
U_30cd46726309,EX_286d0c32d307,A_cd71df108d6b,80,8,10,true,2026-06-30 12:51:37.211179
U_381e751767a6,EX_b177c0f02ed1,A_e69574b53502,100,5,5,true,2026-06-30 12:49:26.912185
U_a0a4c2461390,EX_1e888113073c,A_6ad6c242339d,70,7,10,true,2026-06-30 12:22:16.020492
U_c07d967f55f9,EX_ac81fdf6c43a,A_d3f405486832,60,6,10,true,2026-06-30 12:20:05.055638
U_30cd46726309,EX_cdff70b48339,A_a22a5e1095cc,100,1,1,true,2026-06-30 12:19:30.025136
U_a0a4c2461390,EX_e48bc1d52623,A_6ad6c242339d,70,7,10,true,2026-06-30 12:10:00.210144
U_c251339fa59f,EX_bb05df2a5d24,A_b897ba03e15c,100,1,1,true,2026-06-30 11:55:48.321191
U_c251339fa59f,EX_6bbcd0090fd4,A_b897ba03e15c,100,1,1,true,2026-06-30 11:54:01.190702
U_c251339fa59f,EX_c71fe1e4b254,A_b897ba03e15c,80,4,5,true,2026-06-30 11:49:31.932548
U_47a7fb8025a0,EX_eedb8ca881b2,A_b1c8630a18b4,90,9,10,true,2026-06-30 11:37:30.315375
U_47a7fb8025a0,EX_eedb8ca881b2,A_b1c8630a18b4,90,9,10,true,2026-06-30 11:35:25.537046
U_f9ff79e7d390,EX_018cf3fc49c8,A_88aa090ca44b,50,5,10,true,2026-06-30 11:27:14.717881
U_ee4d8a3f79a6,EX_49a7a6bcec25,A_8d7af3c365f1,80,8,10,true,2026-06-30 11:22:09.80916
U_d9a7fec26d85,EX_3f847c7ec9d5,A_88aa090ca44b,60,3,5,true,2026-06-30 11:19:16.196367
U_381e751767a6,EX_4aa2ac7e5feb,A_a06694b66b0a,100,10,10,true,2026-06-30 11:09:23.690746
U_c07d967f55f9,EX_d60b95206701,A_d3f405486832,100,1,1,true,2026-06-30 11:07:04.566688
U_f306919d375d,EX_004f61f75e1c,A_3e752566b73c,90,9,10,true,2026-06-30 11:02:25.885599
U_92cd51cc9b96,EX_004f61f75e1c,A_3e752566b73c,100,10,10,true,2026-06-30 10:49:38.599277
U_47a7fb8025a0,EX_b1e234c2a84a,A_b1c8630a18b4,90,9,10,true,2026-06-30 10:47:49.598644
U_0dc7bed3042a,EX_b1e234c2a84a,A_50c4d75acf5a,100,10,10,true,2026-06-30 10:46:13.49667
U_ec6590d96478,EX_143862cdca6f,A_3e752566b73c,50,5,10,true,2026-06-30 10:45:52.699508
U_c07d967f55f9,EX_eb6af29736d9,A_d3f405486832,100,1,1,true,2026-06-30 10:43:10.877934
U_9bcf5ecb6790,EX_005e4cad85e7,null,40,2,5,false,2026-06-30 10:40:06.619562
U_9bcf5ecb6790,EX_005e4cad85e7,null,60,3,5,false,2026-06-30 10:39:10.511004
U_9bcf5ecb6790,EX_005e4cad85e7,null,20,1,5,false,2026-06-30 10:37:51.283014
U_9f7b4e3037d2,EX_2935a279c6d0,A_88aa090ca44b,80,8,10,true,2026-06-30 10:37:29.386929
U_c07d967f55f9,EX_36c0c6d140d8,A_d3f405486832,100,1,1,true,2026-06-30 10:26:25.935993
U_0caf158b73be,EX_89df4dcff459,A_43bc830a2b9e,80,8,10,true,2026-06-30 10:26:12.436295
U_9f7b4e3037d2,EX_ac81fdf6c43a,A_88aa090ca44b,100,10,10,true,2026-06-30 10:22:53.610041
U_381e751767a6,EX_5f6ea054f652,A_0f557e59cdba,100,10,10,true,2026-06-30 10:22:04.482617
U_c07d967f55f9,EX_61be20799eb0,A_d3f405486832,100,1,1,true,2026-06-30 10:15:27.998566
U_c07d967f55f9,EX_005e4cad85e7,A_d3f405486832,20,1,5,true,2026-06-30 09:53:34.989007
U_381e751767a6,EX_58199c4087fe,A_0f557e59cdba,100,10,10,true,2026-06-30 09:50:02.988679
U_ec6590d96478,EX_49a7a6bcec25,A_35147ef5261a,60,6,10,true,2026-06-30 09:49:58.997114
U_47a7fb8025a0,EX_018cf3fc49c8,A_b1c8630a18b4,90,9,10,true,2026-06-30 09:49:26.522477
U_bc9a53febbe4,EX_b0e33c7ec2b0,null,90,9,10,true,2026-06-30 09:42:28.543869
U_cf1e8113e67a,EX_e0dc93b71f7a,A_b655ac761b00,50,5,10,true,2026-06-30 09:41:18.668454
U_4951440361b0,EX_b9f62f7f607a,A_0f557e59cdba,90,9,10,true,2026-06-30 09:35:41.988484
U_4951440361b0,EX_7d47f411e99b,A_0f557e59cdba,100,1,1,true,2026-06-30 09:31:47.205959
U_177abfb2fa54,EX_2d2d8d5fbe81,A_9b39f08b8ced,40,4,10,true,2026-06-30 09:30:54.486231
U_cf1e8113e67a,EX_a404e436b9d6,A_b655ac761b00,70,7,10,true,2026-06-30 09:28:51.422363
U_4951440361b0,EX_5f6ea054f652,A_0f557e59cdba,90,9,10,true,2026-06-30 09:27:14.589184
U_93134b3cc005,EX_337582fd20d9,A_5a9ecd29327d,88,8,9,true,2026-06-30 09:26:06.90585
U_d9a7fec26d85,EX_c6ee3c8b46b2,A_88aa090ca44b,70,7,10,true,2026-06-30 09:21:32.373902
U_95eb288204af,EX_30f925ba1db2,null,100,5,5,true,2026-06-30 09:20:07.556996
U_cf1e8113e67a,EX_ce3a910a43c5,A_e3da6cf68307,90,9,10,true,2026-06-30 09:19:42.786436
U_93134b3cc005,EX_905be6e51f30,A_5a9ecd29327d,100,10,10,true,2026-06-30 09:08:51.656414
U_cf1e8113e67a,EX_7a9c21c30b9f,A_e3da6cf68307,100,10,10,true,2026-06-30 09:00:43.810096
U_375c8ce9d018,EX_b7e1ed8f3ce3,A_65a91599f212,80,4,5,true,2026-06-30 08:52:03.880704
U_2dfd25e788db,EX_89f2a5977c2c,A_abcc93122b44,50,5,10,true,2026-06-30 08:51:46.577389
U_d9a7fec26d85,EX_ac81fdf6c43a,A_88aa090ca44b,70,7,10,true,2026-06-30 08:44:18.74939
U_cf1e8113e67a,EX_b177c0f02ed1,A_e3da6cf68307,100,5,5,true,2026-06-30 08:43:30.984039
U_566b1dd90dd9,EX_b177c0f02ed1,A_cc6b9f731b87,60,3,5,true,2026-06-30 08:34:44.983463
U_95eb288204af,EX_45ec0a2f914e,null,100,1,1,true,2026-06-30 08:31:01.327895
U_9f9795e688b7,EX_ba5d7bb5855d,A_88aa090ca44b,80,4,5,true,2026-06-30 08:23:12.853596
U_d815e64be52b,EX_d82981db0f93,A_b1c8630a18b4,60,6,10,true,2026-06-30 08:16:50.79734
U_47a7fb8025a0,EX_49a7a6bcec25,A_b1c8630a18b4,90,9,10,true,2026-06-30 08:06:11.786109
U_d9a7fec26d85,EX_d82981db0f93,A_88aa090ca44b,70,7,10,true,2026-06-30 07:52:08.14645
U_d9a7fec26d85,EX_c62ed402b987,A_88aa090ca44b,80,8,10,true,2026-06-30 07:31:49.482494
U_d9a7fec26d85,EX_4ff8d6739dc2,A_88aa090ca44b,80,8,10,true,2026-06-30 07:27:20.212424
U_77619336b21c,EX_a404e436b9d6,A_6742df5ed3d1,80,8,10,true,2026-06-30 07:25:06.788107
U_d9a7fec26d85,EX_c62ed402b987,A_88aa090ca44b,90,9,10,true,2026-06-30 07:03:07.974416
U_6ae6dbd37cb3,EX_e9d2b0d3568d,A_88aa090ca44b,40,4,10,true,2026-06-30 06:27:24.587573
U_d9a7fec26d85,EX_49a7a6bcec25,A_88aa090ca44b,90,9,10,true,2026-06-30 06:15:49.911543
U_d815e64be52b,EX_ac81fdf6c43a,A_b1c8630a18b4,40,4,10,true,2026-06-30 06:10:22.557126
U_d9a7fec26d85,EX_ba5d7bb5855d,A_88aa090ca44b,60,3,5,true,2026-06-30 05:48:24.151163
U_14bc5f2d3e15,EX_b9f62f7f607a,A_3603c21f52b2,100,10,10,true,2026-06-30 03:45:35.067753
U_7deb38c2d3cb,EX_4ff8d6739dc2,A_88aa090ca44b,20,2,10,true,2026-06-30 02:11:20.479736
U_7deb38c2d3cb,EX_49a7a6bcec25,A_88aa090ca44b,50,5,10,true,2026-06-30 02:04:24.879351
U_7deb38c2d3cb,EX_ceb0a71183e8,A_88aa090ca44b,50,5,10,true,2026-06-30 01:59:46.287178
U_7deb38c2d3cb,EX_7190ebdd392f,A_88aa090ca44b,10,1,10,true,2026-06-30 01:36:54.981567
U_6ae6dbd37cb3,EX_706c6cfaccd8,A_88aa090ca44b,50,5,10,true,2026-06-30 01:34:30.271351
U_6ae6dbd37cb3,EX_b1e234c2a84a,A_88aa090ca44b,30,3,10,true,2026-06-30 01:00:17.722825
U_7deb38c2d3cb,EX_d82981db0f93,A_88aa090ca44b,30,3,10,true,2026-06-30 00:58:09.686056
U_6ae6dbd37cb3,EX_018cf3fc49c8,A_88aa090ca44b,30,3,10,true,2026-06-30 00:54:12.628752
U_6ae6dbd37cb3,EX_ba5d7bb5855d,A_88aa090ca44b,20,1,5,true,2026-06-30 00:52:07.813861
U_42d3953ead64,EX_4f4cd506bb13,A_1f3a020f8900,100,1,1,true,2026-06-30 00:40:55.811593
U_42d3953ead64,EX_30f925ba1db2,A_6742df5ed3d1,100,5,5,true,2026-06-30 00:29:16.539091
U_42d3953ead64,EX_d020506e6769,A_1f3a020f8900,100,1,1,true,2026-06-30 00:26:13.376958
U_6ae6dbd37cb3,EX_7190ebdd392f,A_88aa090ca44b,10,1,10,true,2026-06-30 00:10:05.983667
U_7deb38c2d3cb,EX_ba5d7bb5855d,A_88aa090ca44b,0,0,5,true,2026-06-29 23:58:47.988383
U_7deb38c2d3cb,EX_c6ee3c8b46b2,A_88aa090ca44b,90,9,10,true,2026-06-29 23:48:22.468293
U_77619336b21c,EX_54e925b099af,A_6742df5ed3d1,80,4,5,true,2026-06-29 23:27:14.486771
U_77619336b21c,EX_30f925ba1db2,A_6742df5ed3d1,100,5,5,true,2026-06-29 22:50:49.811936
U_77619336b21c,EX_9188cc2c9266,A_6742df5ed3d1,100,9,9,true,2026-06-29 22:34:35.917596
U_d03a154f850c,EX_18e122760b5f,A_fa6eb5da472b,100,5,5,true,2026-06-29 21:35:16.717263
U_d03a154f850c,EX_abfd99bd313f,A_3c10b5acbd48,100,1,1,true,2026-06-29 21:06:50.364111
U_ef21f7cef3f3,EX_4f4cd506bb13,A_3e1859d38987,100,1,1,true,2026-06-29 20:13:59.13533
U_ef21f7cef3f3,EX_ba3c64a931a0,A_3e1859d38987,90,9,10,true,2026-06-29 20:08:30.313097
U_53fb5daf5fcd,EX_3993aa0c8579,A_43bc830a2b9e,100,10,10,true,2026-06-29 19:38:07.698941
U_53fb5daf5fcd,EX_27fbf3400805,A_43bc830a2b9e,80,8,10,true,2026-06-29 19:02:34.139284
U_65bf8789dca7,EX_2d2d8d5fbe81,A_5fbfe8a68497,100,10,10,true,2026-06-29 18:45:24.751248
U_822e027dcc35,EX_e48bc1d52623,A_d77731ef4261,80,8,10,true,2026-06-29 18:18:43.781849
U_7c8646a99709,EX_eedb8ca881b2,A_22e95369ddb5,90,9,10,true,2026-06-29 17:49:59.221768
U_a5c2dbb03f88,EX_04bd07fc155d,A_cb3fea18f52e,100,5,5,true,2026-06-29 17:32:36.454011
U_822e027dcc35,EX_c71fe1e4b254,A_d77731ef4261,80,4,5,true,2026-06-29 17:26:44.247802
U_a5c2dbb03f88,EX_455c24d0f3b8,A_ce5e18928120,100,1,1,true,2026-06-29 17:08:19.576602
U_a5c2dbb03f88,EX_e48bed85f2d6,A_cb3fea18f52e,80,8,10,true,2026-06-29 17:03:34.307181
U_822e027dcc35,EX_30a372c292f8,A_d77731ef4261,80,4,5,true,2026-06-29 16:57:44.290957
U_7c8646a99709,EX_d470022b7002,A_22e95369ddb5,100,5,5,true,2026-06-29 16:37:32.917383
U_819d2380f805,EX_286d0c32d307,A_fa75556e3bd1,70,7,10,true,2026-06-29 16:33:06.479835
U_a5c2dbb03f88,EX_b0e33c7ec2b0,A_cb3fea18f52e,70,7,10,true,2026-06-29 16:29:31.886584
U_cb7dbd414560,EX_004f61f75e1c,A_abcc93122b44,100,10,10,true,2026-06-29 16:28:30.262092
U_822e027dcc35,EX_ba3c64a931a0,A_d77731ef4261,100,10,10,true,2026-06-29 16:23:11.934201
U_333f29a155f9,EX_0d328218decb,A_9808d6806be9,80,4,5,true,2026-06-29 16:21:55.50976
U_0caf158b73be,EX_01c117f6ec57,A_43bc830a2b9e,100,10,10,true,2026-06-29 15:59:50.958986
U_53160d3d8501,EX_01c117f6ec57,A_0b361d103c33,80,8,10,true,2026-06-29 15:46:16.158955
U_7c8646a99709,EX_efecaa4f1e91,A_22e95369ddb5,90,9,10,true,2026-06-29 15:43:04.114089
U_56ad958a5226,EX_eedb8ca881b2,A_b1c8630a18b4,60,6,10,true,2026-06-29 15:33:16.515679
U_822e027dcc35,EX_58199c4087fe,A_ce5e18928120,90,9,10,true,2026-06-29 15:32:39.796422
U_f9ff79e7d390,EX_c6ee3c8b46b2,A_88aa090ca44b,40,4,10,true,2026-06-29 15:08:13.680944
U_576873343cc9,EX_c6ee3c8b46b2,A_9b787b0bd8c5,100,10,10,true,2026-06-29 15:00:20.954271
U_2e7f8bbee46f,EX_286d0c32d307,A_fa75556e3bd1,90,9,10,true,2026-06-29 14:53:14.188282
U_576873343cc9,EX_b1e234c2a84a,A_8648766108aa,60,6,10,true,2026-06-29 14:31:52.469701
U_03b7e64c80ab,EX_3f847c7ec9d5,A_15b892cc4502,80,4,5,true,2026-06-29 14:07:54.430116
U_8ff7d2ab5e03,EX_6ac82878ee1d,A_b897ba03e15c,100,10,10,true,2026-06-29 13:44:11.668253
U_31bff2cf46e4,EX_3cea571fe254,A_f4322da1a132,100,10,10,true,2026-06-29 13:43:36.502669
U_196cc4df0261,EX_54e925b099af,A_3cff8a972c4f,100,5,5,true,2026-06-29 13:29:49.216365
U_7ced767d6775,EX_49a7a6bcec25,A_b1c8630a18b4,70,7,10,true,2026-06-29 13:20:39.683637
U_03b7e64c80ab,EX_89df4dcff459,A_c17fe068e77e,70,7,10,true,2026-06-29 13:14:16.954257
U_5037b3b76361,EX_a7bbc794f697,A_b897ba03e15c,100,5,5,true,2026-06-29 13:12:47.701737
U_7ced767d6775,EX_018cf3fc49c8,A_b1c8630a18b4,90,9,10,true,2026-06-29 13:11:51.638369
U_8ff7d2ab5e03,EX_bb05df2a5d24,A_b897ba03e15c,100,1,1,true,2026-06-29 13:08:34.160955
U_196cc4df0261,EX_54e925b099af,null,60,3,5,true,2026-06-29 13:06:41.823824
U_8ff7d2ab5e03,EX_a7bbc794f697,A_b897ba03e15c,100,5,5,true,2026-06-29 13:02:21.612919
U_7ced767d6775,EX_1e73f56b7125,A_b1c8630a18b4,60,6,10,true,2026-06-29 12:50:47.470965
U_7ced767d6775,EX_eedb8ca881b2,A_b1c8630a18b4,50,5,10,true,2026-06-29 12:41:56.258537
U_5037b3b76361,EX_8a15264d6de5,A_b897ba03e15c,80,8,10,true,2026-06-29 12:37:09.397313
U_e791b6215ef1,EX_7a9c21c30b9f,A_f4322da1a132,90,9,10,true,2026-06-29 12:27:48.605601
U_7ced767d6775,EX_b1e234c2a84a,A_b1c8630a18b4,70,7,10,true,2026-06-29 12:21:54.599115
U_7ced767d6775,EX_d82981db0f93,A_b1c8630a18b4,100,10,10,true,2026-06-29 12:07:58.866319
U_7ced767d6775,EX_d82981db0f93,A_b1c8630a18b4,40,4,10,true,2026-06-29 12:05:43.131917
U_5037b3b76361,EX_30f925ba1db2,A_b897ba03e15c,40,2,5,true,2026-06-29 12:00:11.51615
U_7ced767d6775,EX_ac81fdf6c43a,A_b1c8630a18b4,50,5,10,true,2026-06-29 11:51:33.074689
U_d815e64be52b,EX_286d0c32d307,A_b1c8630a18b4,80,8,10,true,2026-06-29 11:47:25.274747
U_9db2101439c2,EX_4eb18e3ffc98,A_903fed3b8f39,60,6,10,true,2026-06-29 11:47:24.603746
U_f0e5cc6e64bb,EX_ac81fdf6c43a,A_34d5e06a6831,90,9,10,true,2026-06-29 11:31:50.956445
U_47a7fb8025a0,EX_d82981db0f93,A_b1c8630a18b4,80,8,10,true,2026-06-29 11:22:23.100316
U_576873343cc9,EX_49a7a6bcec25,A_223e5e1be106,60,6,10,true,2026-06-29 10:58:46.149454
U_31bff2cf46e4,EX_3aaea02e6598,A_f4322da1a132,90,9,10,true,2026-06-29 10:52:50.615845
U_576873343cc9,EX_08ff37bb5480,A_609efe3c6304,80,8,10,true,2026-06-29 10:43:41.584744
U_f0e5cc6e64bb,EX_3057fbd49c32,A_34d5e06a6831,100,10,10,true,2026-06-29 10:30:07.85213
U_177abfb2fa54,EX_b1e234c2a84a,A_88aa090ca44b,40,4,10,true,2026-06-29 10:22:04.799623
U_05fde239fc59,EX_018cf3fc49c8,A_b3b4195ef255,60,6,10,true,2026-06-29 10:21:42.194214
U_ee4d8a3f79a6,EX_54e925b099af,A_519492acfe74,60,3,5,true,2026-06-29 10:04:32.310053
U_ec6590d96478,EX_01c117f6ec57,A_3e752566b73c,90,9,10,true,2026-06-29 10:02:59.431876
U_d9a7fec26d85,EX_b1e234c2a84a,A_88aa090ca44b,80,8,10,true,2026-06-29 09:58:11.576238
U_ee4d8a3f79a6,EX_3993aa0c8579,A_519492acfe74,90,9,10,true,2026-06-29 09:56:44.918001
U_385140ee0dae,EX_5f6ea054f652,A_0f557e59cdba,100,10,10,true,2026-06-29 09:55:14.555113
U_ee4d8a3f79a6,EX_10c99e3c2f44,A_519492acfe74,90,9,10,true,2026-06-29 09:46:28.559254
U_13a46517cad7,EX_392e6cbff950,A_800643a2a248,90,9,10,true,2026-06-29 09:43:46.182767
U_af26e08c5869,EX_54e925b099af,A_7dce9136a40e,100,5,5,true,2026-06-29 09:37:17.213166
U_af26e08c5869,EX_4eb18e3ffc98,A_7dce9136a40e,80,8,10,true,2026-06-29 09:10:39.709028
U_14bc5f2d3e15,EX_58199c4087fe,A_3603c21f52b2,90,9,10,true,2026-06-29 09:10:20.453121
U_7ced767d6775,EX_286d0c32d307,A_b1c8630a18b4,80,8,10,true,2026-06-29 08:51:40.71637
U_02e76226788a,EX_6bbcd0090fd4,A_519492acfe74,100,1,1,true,2026-06-29 08:35:23.489681
U_02e76226788a,EX_6bbcd0090fd4,A_519492acfe74,100,1,1,true,2026-06-29 08:35:10.096108
U_47a7fb8025a0,EX_ac81fdf6c43a,A_b1c8630a18b4,90,9,10,true,2026-06-29 08:16:05.990274
U_7ced767d6775,EX_7190ebdd392f,A_b1c8630a18b4,60,6,10,true,2026-06-29 08:00:02.675265
U_47a7fb8025a0,EX_7190ebdd392f,A_b1c8630a18b4,70,7,10,true,2026-06-29 07:12:59.314486
U_53fb5daf5fcd,EX_79ee7ce21097,A_43bc830a2b9e,100,5,5,true,2026-06-29 07:09:07.438613
U_9db2101439c2,EX_005e4cad85e7,A_cfe20bde6665,60,3,5,true,2026-06-29 06:38:44.198103
U_9db2101439c2,EX_61be20799eb0,A_cfe20bde6665,100,1,1,true,2026-06-29 06:26:44.770457
U_9db2101439c2,EX_36c0c6d140d8,A_cfe20bde6665,100,1,1,true,2026-06-29 06:25:12.691054
U_9db2101439c2,EX_ac81fdf6c43a,A_cfe20bde6665,70,7,10,true,2026-06-29 06:22:24.855272
U_47a7fb8025a0,EX_08ff37bb5480,A_b1c8630a18b4,90,9,10,true,2026-06-29 06:14:14.494517
U_47a7fb8025a0,EX_286d0c32d307,A_b1c8630a18b4,100,10,10,true,2026-06-29 06:08:50.625769
U_9db2101439c2,EX_eb6af29736d9,A_cfe20bde6665,100,1,1,true,2026-06-29 05:39:34.533407
U_9db2101439c2,EX_ba3c64a931a0,A_cfe20bde6665,80,8,10,true,2026-06-29 05:36:54.563007
U_7ced767d6775,EX_eff9fc494fbf,A_b1c8630a18b4,100,1,1,true,2026-06-29 04:29:39.347485
U_14bc5f2d3e15,EX_4b512f52f4d5,A_3603c21f52b2,80,8,10,true,2026-06-29 03:28:58.154402
U_f9ff79e7d390,EX_b1e234c2a84a,A_88aa090ca44b,20,2,10,true,2026-06-28 23:50:00.751672
U_47a7fb8025a0,EX_08ff37bb5480,A_b1c8630a18b4,80,8,10,true,2026-06-28 20:09:09.165733
U_53fb5daf5fcd,EX_905be6e51f30,A_43bc830a2b9e,90,9,10,true,2026-06-28 19:57:01.076962
